date, pm25, pm10, o3, no2, so2, co
2020/9/13, 32, 17, 51, 5, , 4
2020/9/14, 44, 11, 37, 8, , 3
2020/9/15, 31, 10, 25, 4, 1, 3
2020/9/16, 18, 13, 15, 4, , 3
2020/9/17, 24, 12, 16, 4, , 3
2020/9/18, 19, 10, 14, 8, , 3
2020/9/19, 18, 11, 30, 8, , 3
2020/9/20, 21, 10, 30, 12, , 3
2020/9/21, 24, 19, 44, 10, , 4
2020/9/22, 39, 18, 46, 10, , 4
2020/9/23, 40, 15, 35, 10, 1, 4
2020/9/24, 37, 20, 45, 11, 1, 5
2020/9/25, 51, 24, 63, 6, 1, 4
2020/9/26, 56, 22, 44, 5, 1, 3
2020/9/27, 41, 17, 45, 8, 1, 4
2020/9/28, 48, 16, 38, 14, 1, 4
2020/9/29, 49, 14, 43, 16, , 4
2020/9/30, 37, 20, 68, 5, 1, 3
2020/4/1, 36, 24, 48, 5, 1, 5
2020/4/2, 44, 25, 41, 6, 1, 5
2020/4/3, 61, 12, 43, 5, 1, 6
2020/4/4, 36, 18, 39, 5, 1, 6
2020/4/5, 49, 15, 37, 7, 1, 6
2020/4/6, 50, 9, 37, 5, 1, 6
2020/4/7, 22, 21, 55, 5, 1, 4
2020/4/8, 46, 24, 66, 9, 2, 4
2020/4/9, 46, 28, 68, 6, 2, 5
2020/4/10, 54, 48, 49, 5, 1, 5
2020/4/11, 67, 16, 56, 4, 1, 6
2020/4/12, 38, 24, 62, 8, 2, 4
2020/4/13, 56, 31, 69, 15, 1, 5
2020/4/14, 62, 35, 62, 24, 2, 6
2020/4/15, 72, 31, 42, 23, 1, 6
2020/4/16, 67, 24, 36, 13, 1, 5
2020/4/17, 54, 31, 31, 17, 1, 6
2020/4/18, 63, 25, 25, 11, 1, 6
2020/4/19, 58, 18, 17, 14, 1, 6
2020/4/20, 43, 16, 12, 10, 1, 5
2020/4/21, 41, 16, 45, 6, 1, 6
2020/4/22, 40, 12, 37, 6, 1, 6
2020/4/23, 30, 14, 26, 8, 1, 6
2020/4/24, 36, 20, 40, 13, 1, 6
2020/4/25, 53, 45, 104, 25, 2, 7
2020/4/26, 108, 36, 71, 25, 2, 5
2020/4/27, 96, 31, 68, 15, 1, 6
2020/4/28, 57, 34, 61, 6, 1, 5
2020/4/29, 60, 31, 51, 14, 1, 6
2020/4/30, 63, 26, 30, 14, 1, 6
2020/5/1, 60, 25, 21, 16, 2, 6
2020/5/2, 59, 18, 34, 11, 2, 6
2020/5/3, 45, 15, 16, 11, 1, 6
2020/5/4, 31, 12, 14, 8, 1, 5
2020/5/5, 29, 13, 12, 10, 1, 5
2020/5/6, 31, 14, 11, 13, 1, 6
2020/5/7, 32, 11, 10, 11, 1, 5
2020/5/8, 22, 11, 11, 9, 1, 6
2020/5/9, 19, 14, 25, 11, 1, 6
2020/5/10, 24, 24, 54, 18, 1, 6
2020/5/11, 51, 19, 44, 28, 1, 5
2020/5/12, 46, 32, 74, 13, 1, 6
2020/5/13, 76, 27, 59, 6, 1, 4
2020/5/14, 52, 18, 29, 5, 1, 4
2020/5/15, 39, 15, 26, 8, 1, 4
2020/5/16, 27, 12, 25, 10, 2, 4
2020/5/17, 25, 13, 17, 21, 1, 4
2020/5/18, 25, 15, 37, 15, 1, 4
2020/5/19, 32, 15, 43, 7, 1, 4
2020/5/20, 31, 12, 19, 18, 1, 4
2020/5/21, 30, 18, 25, 21, 1, 5
2020/5/22, 44, 9, 38, 6, 1, 4
2020/5/23, 18, 11, 50, 4, 1, 4
2020/5/24, 25, 11, 27, 11, 1, 4
2020/5/25, 24, 18, 19, 21, 2, 4
2020/5/26, 38, 27, 31, 20, 2, 5
2020/5/27, 59, 22, 35, 6, 1, 5
2020/5/28, 53, 17, 35, 10, 1, 4
2020/5/29, 45, 11, 10, 20, 1, 5
2020/5/30, 27, 14, 15, 9, 1, 4
2020/5/31, 27, 13, 11, 8, 1, 3
2020/6/1, 24, 10, 10, 9, 1, 4
2020/6/2, 19, 11, 17, 7, 1, 3
2020/6/3, 19, 11, 15, 8, 1, 4
2020/6/4, 21, 12, 16, 8, 1, 3
2020/6/5, 16, 12, 20, 15, 1, 4
2020/6/6, 23, 11, 18, 9, 1, 4
2020/6/7, 23, 15, 12, 17, 1, 5
2020/6/8, 34, 16, 11, 14, 2, 4
2020/6/9, 27, 14, 16, 12, 1, 4
2020/6/10, 22, 10, 17, 13, 2, 4
2020/6/11, 19, 10, 21, 10, 2, 4
2020/6/12, 18, 11, 21, 3, 1, 3
2020/6/13, 16, 10, 24, 5, 1, 4
2020/6/14, 14, 12, 16, 11, 1, 4
2020/6/15, 18, 12, 11, 11, 1, 4
2020/6/16, 15, 8, 19, 10, 1, 4
2020/6/17, 17, 10, 14, 10, 1, 4
2020/6/18, 19, 10, 15, 11, 2, 4
2020/6/19, 20, 9, 15, 8, 1, 4
2020/6/20, 18, 8, 13, 6, 2, 4
2020/6/21, 15, 12, 15, 8, 1, 4
2020/6/22, 18, 13, 13, 9, 2, 4
2020/6/23, 21, 13, 18, 8, 1, 4
2020/6/24, 21, 10, 14, 6, 1, 4
2020/6/25, 16, 11, 11, 9, 1, 4
2020/6/26, 17, 11, 13, 11, 2, 4
2020/6/27, 17, 7, 19, 9, 2, 4
2020/6/28, 14, 8, 14, 11, 2, 4
2020/6/29, 15, 7, 17, 11, 2, 4
2020/6/30, 12, 6, 20, 5, 2, 4
2020/1/7, 55, 23, 49, 16, 1, 5
2020/1/8, 45, 37, 53, 7, 1, 6
2020/1/9, 67, 35, 55, 7, 1, 6
2020/1/10, 68, 32, 41, 15, 1, 5
2020/1/11, 65, 32, 40, 13, 1, 7
2020/1/12, 51, 25, 46, 10, 1, 7
2020/1/13, 41, 30, 48, 10, , 5
2020/1/14, 72, 36, 47, 7, , 5
2020/1/15, 70, 39, 41, 8, , 5
2020/1/16, 86, 23, 26, 12, , 7
2020/1/17, 46, 21, 37, 9, , 7
2020/1/18, 37, 28, 35, 8, , 6
2020/1/19, 63, 22, 36, 12, , 7
2020/1/20, 61, 29, 48, 11, , 6
2020/1/21, 70, 32, 48, 7, , 5
2020/1/22, 77, 29, 39, 7, , 5
2020/1/23, 69, 23, 35, 5, , 5
2020/1/24, 61, 20, 33, 3, , 4
2020/1/25, 51, 11, 21, 5, , 6
2020/1/26, 30, 10, 22, 5, , 6
2020/1/27, 32, 8, 27, 4, , 5
2020/1/28, 24, 16, 34, 5, , 6
2020/1/29, 46, 19, 40, 4, , 4
2020/1/30, 57, 26, 43, 13, , 5
2020/1/31, 72, 28, 46, 14, , 5
2020/2/1, 69, 29, 48, 4, , 5
2020/2/2, 64, 28, 44, 5, , 4
2020/2/3, 63, 18, 35, 5, , 5
2020/2/4, 44, 18, 41, 6, , 5
2020/2/5, 37, 25, 39, 3, , 4
2020/2/6, 51, 29, 34, 5, , 5
2020/2/7, 57, 10, 21, 3, , 5
2020/2/8, 28, 14, 26, 3, , 5
2020/2/9, 36, 21, 32, 4, , 5
2020/2/10, 50, 33, 35, 6, , 5
2020/2/11, 69, 38, 24, 18, , 5
2020/2/12, 64, 15, 21, 14, , 5
2020/2/13, 34, 16, 25, 9, 1, 4
2020/2/14, 36, 29, 22, 12, , 5
2020/2/15, 50, 10, 24, 6, , 6
2020/2/16, 35, 12, 35, 3, , 4
2020/2/17, 28, 18, 38, 9, 1, 4
2020/2/18, 36, 24, 42, 8, 1, 4
2020/2/19, 46, 21, 46, 11, 1, 4
2020/2/20, 37, 20, 45, 6, , 4
2020/2/21, 39, 23, 57, 17, 1, 5
2020/2/22, 58, 32, 55, 3, , 4
2020/2/23, 53, 49, 47, 5, 1, 4
2020/2/24, 71, 27, 34, 10, 1, 5
2020/2/25, 47, 24, 19, 17, 1, 5
2020/2/26, 44, 23, 44, 7, 1, 5
2020/2/27, 38, 19, 41, 6, 1, 5
2020/2/28, 37, 24, 26, 19, 1, 5
2020/2/29, 47, 21, 30, 22, 1, 6
2020/3/1, 46, 24, 44, 9, 1, 5
2020/3/2, 53, 26, 46, 5, 1, 5
2020/3/3, 43, 16, 41, 5, 1, 5
2020/3/4, 36, 13, 41, 5, 1, 6
2020/3/5, 34, 23, 44, 5, 1, 4
2020/3/6, 48, 37, 43, 5, 1, 4
2020/3/7, 67, 22, 24, 10, 1, 5
2020/3/8, 49, 31, 27, 17, 1, 5
2020/3/9, 69, 19, 49, 8, 1, 6
2020/3/10, 36, 25, 45, 5, 1, 6
2020/3/11, 45, 54, 45, 7, 1, 6
2020/3/12, 74, 40, 29, 7, , 6
2020/3/13, 93, 19, 41, 6, 1, 7
2020/3/14, 52, 36, 54, 5, 1, 6
2020/3/15, 72, 42, 69, 6, 1, 5
2020/3/16, 61, 45, 56, 6, 1, 4
2020/3/17, 66, 36, 41, 15, 1, 5
2020/3/18, 58, 18, 26, 15, 1, 6
2020/3/19, 50, 24, 43, 9, 1, 6
2020/3/20, 57, 55, 41, 7, 1, 5
2020/3/21, 71, 25, 24, 13, 1, 5
2020/3/22, 62, 28, 47, 17, 2, 5
2020/3/23, 56, 34, 50, 5, 1, 5
2020/3/24, 56, 24, 49, 4, 1, 4
2020/3/25, 47, 26, 34, 6, 1, 5
2020/3/26, 64, 19, 29, 8, 1, 4
2020/3/27, 52, 20, 31, 9, 1, 5
2020/3/28, 54, 24, 36, 5, 1, 5
2020/3/29, 30, 20, 28, 9, 1, 5
2020/3/30, 46, 14, 21, 11, 1, 5
2020/3/31, 42, 16, 33, 11, 1, 6
2020/1/6, , 30, 24, 31, 1, 5
