date, pm25, pm10, o3, no2, so2
2019/5/31, 47, 11, 18, 18, 2
2019/6/1, 26, 11, 16, 17, 2
2019/6/2, 20, 13, 18, 17, 2
2019/6/3, 29, 15, 9, 21, 3
2019/6/4, 40, 13, 9, 12, 2
2019/6/5, 33, 14, 13, 12, 2
2019/6/6, 38, 10, 19, 10, 2
2019/6/7, 24, 13, 16, 10, 2
2019/6/8, 22, 15, 14, 8, 2
2019/6/9, 21, 16, 14, 15, 2
2019/6/10, 24, 18, 10, 29, 2
2019/6/11, 40, 22, 20, 28, 2
2019/6/12, 51, 20, 20, 25, 2
2019/6/13, 45, 26, 79, 30, 2
2019/6/14, 56, 22, 36, 20, 2
2019/6/15, 53, 26, 51, 12, 2
2019/6/16, 60, 20, 40, 19, 2
2019/6/17, 49, 11, 13, 18, 2
2019/6/18, 27, 14, 10, 16, 3
2019/6/19, 30, 11, 13, 11, 2
2019/6/20, 22, 13, 11, 9, 2
2019/6/21, 20, 13, 11, 9, 2
2019/6/22, 21, 15, 11, 9, 2
2019/6/23, 24, 17, 9, 15, 2
2019/6/24, 30, 14, 12, 26, 2
2019/6/25, 35, 16, 13, 21, 2
2019/6/26, 35, 17, 17, 16, 2
2019/6/27, 36, 17, 16, 14, 2
2019/6/28, 35, 18, 20, 12, 2
2019/6/29, 36, 14, 19, 14, 2
2019/6/30, 37, 10, 17, 11, 2
2019/1/1, 76, 30, 12, 19, 1
2019/1/2, 77, 18, 10, 20, 1
2019/1/3, 58, 26, 11, 29, 2
2019/1/4, 69, 71, 1, 51, 5
2019/1/5, 156, 37, 6, 20, 2
2019/1/6, 96, 43, 20, 23, 2
2019/1/7, 88, 55, 4, 34, 1
2019/1/8, 120, 38, 31, 23, 
2019/1/9, 79, 32, 28, 28, 
2019/1/10, 73, 46, 17, 38, 1
2019/1/11, 95, 79, 4, 68, 4
2019/1/12, 146, 37, 27, 20, 
2019/1/13, 86, 44, 26, 27, 
2019/1/14, 97, 32, 29, 29, 
2019/1/15, 79, 30, 11, 20, 1
2019/1/16, 73, 29, 15, 25, 1
2019/1/17, 69, 35, 21, 25, 1
2019/1/18, 82, 48, 35, 33, 1
2019/1/19, 96, 24, 29, 28, 1
2019/1/20, 67, 36, 28, 20, 1
2019/1/21, 81, 53, 38, 24, 
2019/1/22, 143, 51, 31, 35, 1
2019/1/28, 70, 33, 28, 34, 2
2019/1/29, 68, 29, 31, 28, 1
2019/1/30, 65, 39, 17, 47, 2
2019/1/31, 77, 32, 23, 23, 1
2019/2/1, 74, 38, 27, 24, 1
2019/2/2, 78, 47, 22, 29, 1
2019/2/3, 69, 47, 27, 39, 3
2019/2/4, 83, 40, 28, 14, 1
2019/2/5, 90, 46, 21, 18, 1
2019/2/6, 103, 21, 10, 22, 1
2019/2/7, 58, 29, 23, 18, 1
2019/2/8, 60, 31, 22, 15, 1
2019/2/9, 63, 19, 21, 13, 1
2019/2/10, 47, 25, 22, 18, 1
2019/2/11, 58, 15, 18, 20, 1
2019/2/12, 45, 28, 28, 28, 1
2019/2/13, 65, 19, 25, 17, 1
2019/2/14, 47, 19, 24, 22, 1
2019/2/15, 48, 21, 23, 24, 1
2019/2/16, 55, 18, 23, 13, 1
2019/2/17, 47, 17, 24, 21, 1
2019/2/18, 43, 18, 9, 24, 1
2019/2/19, 43, 29, 9, 23, 1
2019/2/20, 65, 25, 9, 22, 1
2019/2/21, 69, 25, 15, 25, 2
2019/2/22, 58, 21, 18, 19, 1
2019/2/23, 52, 12, 11, 16, 1
2019/2/24, 28, 21, 13, 22, 1
2019/2/25, 58, 33, 24, 22, 1
2019/2/26, 67, 37, 27, 26, 1
2019/2/27, 78, 32, 22, 27, 1
2019/2/28, 71, 27, 21, 18, 1
2019/3/1, 62, 30, 21, 23, 1
2019/3/2, 70, 22, 13, 24, 1
2019/3/3, 55, 23, 29, 20, 1
2019/3/4, 57, 25, 34, 23, 1
2019/3/5, 55, 30, 12, 25, 1
2019/3/6, 59, 11, 24, 17, 1
2019/3/7, 32, 15, 29, 19, 1
2019/3/8, 44, 17, 28, 23, 1
2019/3/9, 47, 14, 10, 20, 1
2019/3/10, 45, 19, 13, 23, 1
2019/3/11, 51, 28, 42, 25, 1
2019/3/12, 69, 42, 44, 24, 2
2019/3/13, 87, 42, 42, 27, 1
2019/3/14, 85, 31, 24, 20, 1
2019/3/15, 82, 36, 42, 21, 2
2019/3/16, 69, 48, 51, 16, 2
2019/3/17, 80, 36, 47, 24, 1
2019/3/18, 77, 34, 22, 28, 1
2019/3/19, 76, 41, 27, 24, 1
2019/3/20, 86, 19, 12, 18, 2
2019/3/21, 50, 22, 7, 19, 2
2019/3/22, 49, 17, 21, 17, 1
2019/3/23, 38, 14, 28, 13, 1
2019/3/24, 38, 23, 30, 25, 1
2019/3/25, 57, 25, 31, 22, 1
2019/3/26, 62, 30, 34, 24, 1
2019/3/27, 66, 31, 16, 23, 1
2019/3/28, 63, 22, 11, 18, 1
2019/3/29, 54, 24, 25, 23, 1
2019/3/30, 61, 36, 43, 13, 1
2019/3/31, 77, 47, 41, 18, 2
2018/10/1, 97, 54, 63, 24, 3
2018/10/2, 110, 49, 75, 21, 3
2018/10/3, 82, 49, 84, 27, 5
2018/10/4, 99, 48, 82, 24, 3
2018/10/5, 93, 46, 58, 28, 4
2018/10/6, 92, 39, 61, 18, 2
2018/10/7, 88, 42, 59, 23, 2
2018/10/8, 93, 37, 41, 25, 2
2018/10/9, 88, 45, 33, 31, 2
2018/10/10, 102, 32, 30, 23, 1
2018/10/11, 82, 27, 28, 23, 1
2018/10/12, 71, 31, 34, 22, 2
2018/10/13, 69, 29, 36, 15, 1
2018/10/14, 58, 28, 33, 24, 2
2018/10/15, 63, 23, 20, 28, 1
2018/10/16, 67, 18, 11, 20, 1
2018/10/17, 52, 15, 19, 22, 1
2018/10/18, 47, 35, 44, 21, 2
2018/10/19, 82, 32, 39, 19, 1
2018/10/20, 73, 28, 42, 16, 1
2018/10/21, 70, 29, 32, 28, 2
2018/10/22, 76, 32, 26, 27, 2
2018/10/23, 81, 27, 35, 21, 2
2018/10/24, 74, 33, 43, 25, 2
2018/10/25, 83, 47, 58, 32, 4
2018/10/26, 114, 34, 34, 24, 2
2018/10/27, 82, 44, 54, 30, 6
2018/10/28, 80, 37, 40, 30, 3
2018/10/29, 65, 36, 41, 24, 2
2018/10/30, 65, 44, 43, 22, 2
2018/10/31, 74, 41, 45, 19, 1
2018/11/1, 73, 37, 37, 19, 
2018/11/2, 93, 20, 13, 24, 
2018/11/3, 52, 21, 24, 17, 
2018/11/4, 65, 24, 28, 20, 1
2018/11/5, 66, 24, 27, 20, 2
2018/11/6, 60, 26, 26, 22, 2
2018/11/7, 69, 39, 25, 33, 4
2018/11/8, 95, 34, 31, 28, 2
2018/11/9, 83, 31, 29, 18, 1
2018/11/10, 78, 30, 30, 19, 2
2018/11/11, 82, 42, 27, 40, 7
2018/11/12, 98, 34, 31, 22, 2
2018/11/13, 90, 27, 33, 20, 2
2018/11/14, 67, 36, 34, 21, 1
2018/11/15, 72, 33, 30, 22, 2
2018/11/16, 78, 28, 27, 20, 1
2018/11/17, 75, 17, 27, 18, 2
2018/11/18, 50, 29, 22, 23, 2
2018/11/19, 63, 24, 27, 20, 2
2018/11/20, 59, 33, 30, 26, 4
2018/11/21, 71, 28, 18, 20, 2
2018/11/22, 61, 39, 35, 26, 3
2018/11/23, 91, 35, 35, 22, 2
2018/11/24, 83, 30, 30, 21, 2
2018/11/25, 86, 13, 22, 23, 2
2018/11/26, 41, 24, 14, 25, 2
2018/11/27, 66, 20, 13, 24, 2
2018/11/28, 71, 35, 31, 24, 3
2018/11/29, 90, 38, 41, 24, 3
2018/11/30, 84, 44, 42, 25, 3
2018/12/1, 89, 37, 33, 18, 3
2018/12/2, 81, 30, 24, 26, 3
2018/12/3, 69, 25, 10, 30, 6
2018/12/4, 61, 27, 21, 23, 2
2018/12/5, 63, 27, 22, 26, 2
2018/12/6, 72, 29, 24, 20, 2
2018/12/7, 79, 23, 5, 16, 1
2018/12/8, 57, 21, 5, 15, 1
2018/12/9, 59, 23, 4, 21, 1
2018/12/10, 57, 24, 15, 19, 1
2018/12/11, 58, 19, 10, 16, 1
2018/12/12, 45, 29, 12, 19, 1
2018/12/13, 72, 31, 6, 23, 1
2018/12/14, 78, 35, 17, 29, 2
2018/12/15, 84, 36, 19, 22, 2
2018/12/16, 87, 27, 26, 22, 1
2018/12/17, 61, 37, 35, 28, 3
2018/12/18, 75, 45, 41, 24, 2
2018/12/19, 78, 47, 34, 34, 3
2018/12/20, 91, 37, 23, 27, 2
2018/12/21, 89, 37, 30, 27, 3
2018/12/22, 96, 23, 24, 18, 2
2018/12/23, 71, 15, 10, 18, 1
2018/12/24, 44, 24, 21, 19, 1
2018/12/25, 68, 40, 11, 41, 8
2018/12/26, 97, 31, 21, 28, 2
2018/12/27, 86, 28, 24, 19, 2
2018/12/28, 71, 24, 11, 16, 1
2018/12/29, 64, 40, 13, 15, 2
2018/12/30, 99, , , , 
2018/7/1, 45, 21, 17, 14, 2
2018/7/2, 45, 24, 13, 15, 2
2018/7/3, 48, 26, 16, 13, 2
2018/7/4, 50, 23, 14, 15, 2
2018/7/5, 45, 23, 17, 15, 3
2018/7/6, 47, 19, 12, 18, 2
2018/7/7, 48, 14, 10, 13, 1
2018/7/8, 36, 16, 12, 12, 1
2018/7/9, 36, 20, 18, 17, 1
2018/7/10, 46, 26, 22, 22, 6
2018/7/11, 59, 10, 11, 14, 1
2018/7/12, 31, 10, 12, 16, 1
2018/7/13, 27, 15, 11, 13, 1
2018/7/14, 31, 14, 11, 9, 1
2018/7/15, 29, 18, 15, 13, 1
2018/7/16, 37, 24, 19, 17, 1
2018/7/17, 53, 16, 9, 13, 1
2018/7/18, 38, 14, 13, 14, 1
2018/7/19, 33, 13, 13, 16, 1
2018/7/20, 34, 22, 18, 18, 3
2018/7/21, 50, 18, 14, 19, 7
2018/7/22, 45, 22, 10, 19, 4
2018/7/23, 48, 24, 15, 15, 1
2018/7/24, 50, 23, 14, 16, 1
2018/7/25, 54, 18, 11, 15, 1
2018/7/26, 45, 15, 10, 15, 2
2018/7/27, 41, 14, 9, 15, 2
2018/7/28, 39, 12, 11, 13, 5
2018/7/29, 38, 15, 14, 14, 3
2018/7/30, 42, 18, 15, 14, 2
2018/7/31, 45, 16, 12, 15, 3
2018/8/1, 40, 17, 16, 15, 2
2018/8/2, 38, 19, 12, 14, 3
2018/8/3, 43, 18, 17, 18, 3
2018/8/4, 47, 20, 16, 18, 4
2018/8/5, 56, 22, 8, 25, 7
2018/8/6, 55, 24, 11, 25, 4
2018/8/7, 63, 16, 18, 16, 1
2018/8/8, 49, 15, 17, 13, 1
2018/8/9, 36, 10, 12, 17, 1
2018/8/10, 27, 12, 15, 20, 1
2018/8/11, 34, 11, 19, 15, 1
2018/8/12, 33, 13, 19, 17, 1
2018/8/13, 40, 11, 23, 18, 1
2018/8/14, 32, 17, 27, 20, 1
2018/8/15, 48, 15, 17, 21, 1
2018/8/16, 42, 14, 6, 24, 3
2018/8/17, 44, 21, 11, 22, 5
2018/8/18, 54, 14, 24, 18, 3
2018/8/19, 41, 26, 20, 35, 5
2018/8/20, 69, 31, 35, 44, 5
2018/8/21, 84, 31, 71, 42, 6
2018/8/22, 85, 26, 34, 36, 5
2018/8/23, 69, 44, 75, 48, 8
2018/8/24, 113, 52, 107, 42, 8
2018/8/25, 129, 36, 66, 27, 3
2018/8/26, 96, 23, 44, 29, 4
2018/8/27, 71, 16, 26, 27, 1
2018/8/28, 57, 16, 15, 18, 2
2018/8/29, 43, 29, 14, 15, 2
2018/8/30, 57, 30, 14, 16, 2
2018/8/31, 65, 24, 5, 20, 2
2018/9/1, 64, 14, 8, 17, 3
2018/9/2, 42, 20, 10, 19, 6
2018/9/3, 52, 21, 18, 18, 4
2018/9/4, 54, 25, 33, 26, 5
2018/9/5, 66, 30, 28, 29, 3
2018/9/6, 79, 23, 20, 26, 4
2018/9/7, 67, 28, 24, 27, 1
2018/9/8, 81, 36, 36, 20, 2
2018/9/9, 93, 18, 30, 28, 3
2018/9/10, 48, 42, 76, 35, 3
2018/9/11, 97, 22, 38, 18, 1
2018/9/12, 60, 16, 22, 17, 
2018/9/13, 50, 19, 25, 24, 3
2018/9/14, 55, 27, 33, 24, 2
2018/9/15, 68, 18, 25, 3, 
2018/9/16, 30, 23, 23, 10, 
2018/9/17, 41, 18, 13, 15, 1
2018/9/18, 50, 27, 27, 27, 5
2018/9/19, 65, 27, 26, 26, 8
2018/9/20, 70, 21, 17, 22, 7
2018/9/21, 49, 24, 11, 23, 7
2018/9/22, 63, 12, 10, 13, 3
2018/9/23, 34, 17, 14, 23, 3
2018/9/24, 51, 22, 37, 18, 1
2018/9/25, 61, 32, 39, 23, 3
2018/9/26, 70, 34, 43, 24, 5
2018/9/27, 74, 42, 56, 23, 3
2018/9/28, 93, 39, 59, 18, 2
2018/9/29, 91, 36, 54, 19, 2
2018/9/30, 87, 40, 70, 18, 3
2018/4/1, 74, 50, 30, 24, 12
2018/4/2, 91, 45, 18, 28, 8
2018/4/3, 88, 40, 18, 19, 4
2018/4/4, 76, 28, 19, 15, 2
2018/4/5, 58, 41, 22, 18, 4
2018/4/6, 64, 71, 35, 13, 2
2018/4/7, 87, 70, 43, 19, 3
2018/4/8, 97, 59, 41, 27, 3
2018/4/9, 92, 39, 31, 22, 2
2018/4/10, 68, 36, 22, 23, 7
2018/4/11, 78, 26, 10, 18, 8
2018/4/12, 63, 17, 9, 14, 2
2018/4/13, 53, 18, 6, 15, 8
2018/4/14, 52, 23, 13, 17, 3
2018/4/15, 61, 21, 14, 18, 1
2018/4/16, 57, 29, 24, 23, 2
2018/4/17, 66, 50, 42, 25, 2
2018/4/18, 97, 44, 45, 24, 3
2018/4/19, 82, 46, 44, 20, 2
2018/4/20, 82, 42, 29, 19, 2
2018/4/21, 84, 36, 21, 15, 2
2018/4/22, 83, 22, 12, 14, 6
2018/4/23, 56, 24, 8, 26, 6
2018/4/24, 64, 31, 29, 20, 2
2018/4/25, 75, 41, 41, 24, 2
2018/4/26, 91, 42, 38, 31, 3
2018/4/27, 100, 43, 40, 20, 3
2018/4/28, 107, 38, 37, 14, 2
2018/4/29, 94, 33, 22, 18, 2
2018/4/30, 83, 21, 12, 14, 5
2018/5/1, 57, 19, 15, 14, 4
2018/5/2, 55, , 38, 24, 4
2018/5/4, 86, 40, 38, 19, 1
2018/5/5, 70, 22, 18, 11, 2
2018/5/6, 45, 15, 9, 10, 3
2018/5/7, 35, 17, 14, 30, 3
2018/5/8, 46, 27, 34, 22, 1
2018/5/9, 65, 37, 44, 20, 1
2018/5/10, 68, 43, 32, 20, 1
2018/5/11, 73, 32, 21, 21, 3
2018/5/12, 64, 23, 20, 16, 5
2018/5/13, 54, 19, 15, 14, 2
2018/5/14, 48, 16, 11, 17, 2
2018/5/15, 44, 16, 12, 15, 2
2018/5/16, 44, 16, 10, 14, 2
2018/5/17, 47, 17, 13, 14, 3
2018/5/18, 49, 15, 14, 15, 3
2018/5/19, 48, 12, 16, 13, 4
2018/5/20, 45, 17, 9, 16, 4
2018/5/21, 53, 14, 18, 14, 3
2018/5/22, 45, 23, 27, 23, 5
2018/5/23, 53, 19, 19, 20, 3
2018/5/24, 50, 14, 14, 13, 3
2018/5/25, 39, 15, 12, 13, 2
2018/5/26, 38, 16, 14, 18, 5
2018/5/27, 48, 39, 69, 38, 10
2018/5/28, 86, 25, 41, 27, 7
2018/5/29, 61, 18, 17, 17, 5
2018/5/30, 53, 17, 18, 15, 4
2018/5/31, 48, 21, 25, 22, 4
2018/6/1, 57, 25, 38, 17, 1
2018/6/2, 61, 28, 42, 15, 1
2018/6/3, 70, 22, 26, 17, 1
2018/6/4, 62, 13, 17, 21, 1
2018/6/5, 32, 15, 12, 22, 1
2018/6/6, 38, 17, 16, 20, 1
2018/6/7, 38, 16, 16, 20, 1
2018/6/8, 41, 23, 24, 27, 5
2018/6/9, 50, 27, 56, 22, 4
2018/6/10, 67, 45, 68, 43, 9
2018/6/11, 100, 32, 39, 32, 3
2018/6/12, 88, 15, 18, 26, 2
2018/6/13, 48, 25, 41, 21, 1
2018/6/14, 68, 24, 22, 25, 2
2018/6/15, 59, 26, 39, 19, 2
2018/6/16, 47, 25, 36, 15, 1
2018/6/17, 60, 23, 33, 16, 5
2018/6/18, 58, 20, 14, 13, 2
2018/6/19, 38, 27, 13, 13, 2
2018/6/20, 48, 27, 11, 15, 2
2018/6/21, 50, 20, 9, 21, 2
2018/6/22, 46, 18, 10, 22, 1
2018/6/23, 46, 14, 11, 15, 1
2018/6/24, 36, 13, 11, 15, 1
2018/6/25, 35, 16, 11, 15, 1
2018/6/26, 40, 16, 10, 14, 5
2018/6/27, 43, 18, 14, 14, 3
2018/6/28, 39, 23, 17, 16, 3
2018/6/29, 50, 20, 15, 13, 2
2018/6/30, 42, 20, 21, 12, 2
2018/1/1, 131, 48, 39, 28, 3
2018/1/2, 104, 32, 28, 25, 2
2018/1/3, 69, 25, 27, 20, 2
2018/1/4, 60, 25, 13, 26, 2
2018/1/5, 68, 11, 16, 20, 1
2018/1/6, 40, 6, 15, 18, 1
2018/1/7, 19, 11, 11, 22, 1
2018/1/8, 40, 26, 23, 22, 2
2018/1/9, 88, 24, 20, 23, 2
2018/1/10, 65, 22, 23, 23, 2
2018/1/11, 57, 21, 23, 25, 2
2018/1/12, 48, 37, 25, 26, 3
2018/1/13, 74, 26, 25, 24, 2
2018/1/14, 59, 32, 20, 41, 3
2018/1/15, 73, 29, 13, 30, 4
2018/1/16, 69, 61, 14, , 13
2018/1/17, 140, 44, 28, 25, 4
2018/1/18, 110, 30, 26, 27, 2
2018/1/19, 85, 30, 26, 26, 2
2018/1/20, 83, 41, 34, 30, 5
2018/1/21, 108, 64, 17, 54, 10
2018/1/22, 155, 44, 34, 29, 2
2018/1/23, 110, 35, 34, 19, 1
2018/1/24, 83, 26, 28, 21, 1
2018/1/25, 69, 34, 25, 26, 2
2018/1/26, 78, 28, 15, 22, 2
2018/1/27, 67, 26, 17, 19, 1
2018/1/28, 68, 11, 9, 15, 1
2018/1/29, 30, 21, 5, 16, 1
2018/1/30, 67, 10, 10, 14, 1
2018/1/31, 36, 27, 22, 23, 2
2018/2/1, 83, 30, 19, 17, 2
2018/2/2, 88, 36, 23, 22, 3
2018/2/3, 89, 48, 30, 17, 4
2018/2/4, 114, 45, 20, 21, 3
2018/2/5, 105, 39, 27, 27, 3
2018/2/6, 88, 41, 30, 29, 3
2018/2/7, 92, 36, 24, 26, 2
2018/2/8, 85, 34, 32, 30, 2
2018/2/9, 73, 49, 11, 48, 6
2018/2/10, 117, 52, 25, 25, 4
2018/2/11, 132, 38, 29, 28, 3
2018/2/12, 100, 50, 27, 30, 2
2018/2/13, 91, 46, 24, 37, 2
2018/2/14, 78, 44, 17, 44, 9
2018/2/15, 84, 45, 11, 50, 12
2018/2/16, 106, 34, 29, 19, 3
2018/2/17, 102, 30, 30, 19, 2
2018/2/18, 75, 26, 15, 29, 1
2018/2/19, 72, 27, 12, 32, 4
2018/2/20, 78, 27, 26, 17, 1
2018/2/21, 73, 15, 26, 14, 1
2018/2/22, 53, 7, 19, 17, 1
2018/2/23, 47, 21, 29, 27, 1
2018/2/24, 70, 22, 26, 23, 1
2018/2/25, 68, 14, 18, 18, 1
2018/2/26, 47, 30, 29, 28, 2
2018/2/27, 74, 38, 21, 38, 7
2018/2/28, 79, 53, 21, 40, 9
2018/3/1, 127, 38, 31, 28, 2
2018/3/2, 88, 49, 20, 27, 2
2018/3/3, 107, 28, 6, 20, 2
2018/3/4, 82, 22, 4, 20, 7
2018/3/5, 64, 38, 29, 22, 5
2018/3/6, 77, 26, 31, 21, 1
2018/3/7, 59, 15, 14, 15, 1
2018/3/8, 41, 25, 29, 20, 3
2018/3/9, 59, 40, 38, 22, 2
2018/3/10, 78, 32, 39, 17, 2
2018/3/11, 68, 35, 27, 31, 2
2018/3/12, 71, 34, 25, 32, 3
2018/3/13, 75, 34, 21, 34, 3
2018/3/14, 77, 47, 11, 38, 8
2018/3/15, 97, 43, 12, 40, 11
2018/3/16, 103, 34, 31, 20, 2
2018/3/17, 86, 32, 33, 18, 2
2018/3/18, 74, 39, 24, 27, 3
2018/3/19, 85, 27, 27, 22, 4
2018/3/20, 71, 28, 38, 21, 2
2018/3/21, 59, 35, 35, 25, 3
2018/3/22, 74, 46, 44, 26, 3
2018/3/23, 79, 51, 43, 22, 2
2018/3/24, 88, 50, 44, 19, 2
2018/3/25, 83, 51, 40, 33, 7
2018/3/26, 93, 51, 35, 32, 6
2018/3/27, 110, 46, 38, 25, 3
2018/3/28, 105, 40, 39, 22, 2
2018/3/29, 93, 34, 38, 18, 2
2018/3/30, 81, 30, 32, 14, 2
2018/3/31, 57, 38, 32, 18, 4
2017/10/1, 46, 12, 13, 13, 2
2017/10/2, 34, 15, 11, 18, 3
2017/10/3, 43, 24, 21, 19, 2
2017/10/4, 61, 23, 27, 15, 2
2017/10/5, 54, 29, 30, 21, 3
2017/10/6, 65, 26, 28, 20, 2
2017/10/7, 60, 32, 38, 17, 3
2017/10/8, 70, 27, 22, 16, 3
2017/10/9, 52, 27, 22, 18, 3
2017/10/10, 56, 24, 18, 18, 3
2017/10/11, 45, 29, 33, 21, 3
2017/10/12, 56, 31, 40, 17, 3
2017/10/13, 64, 29, 19, 11, 3
2017/10/14, 60, 12, 20, 6, 2
2017/10/15, 33, 16, 18, 18, 2
2017/10/16, 31, 18, 14, 19, 2
2017/10/17, 45, 21, 26, 18, 2
2017/10/18, 56, 18, 21, 19, 2
2017/10/19, 49, 20, 29, 16, 2
2017/10/20, 48, 24, 39, 16, 3
2017/10/21, 61, 35, 55, 17, 4
2017/10/22, 82, 41, 43, 27, 4
2017/10/23, 93, 47, 52, 28, 3
2017/10/24, 95, 43, 50, 26, 2
2017/10/25, 86, 41, 50, 26, 3
2017/10/26, 85, 46, 45, 48, 8
2017/10/27, 98, 50, 71, 28, 4
2017/10/28, 108, 51, 57, 22, 4
2017/10/29, 108, 46, 45, 27, 3
2017/10/30, 90, 54, 46, 31, 3
2017/10/31, 115, 33, 42, 27, 1
2017/11/1, 64, 34, 39, 36, 2
2017/11/2, 68, 41, 42, 29, 3
2017/11/3, 88, 46, 41, 26, 3
2017/11/4, 93, 62, 58, 22, 3
2017/11/5, 140, 49, 31, 27, 2
2017/11/6, 105, 33, 18, 27, 1
2017/11/7, 83, 26, 23, 23, 1
2017/11/8, 69, 28, 32, 24, 1
2017/11/9, 62, 37, 32, 29, 2
2017/11/10, 72, 34, 30, 28, 2
2017/11/11, 75, 29, 29, 20, 1
2017/11/12, 72, 15, 24, 21, 1
2017/11/13, 49, 18, 17, 23, 1
2017/11/14, 60, 20, 24, 22, 1
2017/11/15, 57, 22, 30, 22, 1
2017/11/16, 59, 27, 26, 30, 1
2017/11/17, 72, 28, 18, 32, 5
2017/11/18, 68, 18, 12, 16, 1
2017/11/19, 47, 22, 6, 18, 1
2017/11/20, 53, 23, 10, 23, 2
2017/11/21, 52, 29, 21, 20, 2
2017/11/22, 53, 37, 24, 23, 3
2017/11/23, 78, 41, 22, 25, 3
2017/11/24, 86, 34, 11, 26, 2
2017/11/25, 78, 28, 19, 24, 2
2017/11/26, 63, 22, 15, 24, 2
2017/11/27, 59, 29, 29, 33, 2
2017/11/28, 65, 27, 23, 27, 2
2017/11/29, 61, 23, 17, 24, 1
2017/11/30, 57, 21, 24, 22, 2
2017/12/1, 50, 26, 18, 27, 3
2017/12/2, 59, 35, 30, 29, 5
2017/12/3, 74, 37, 17, 27, 3
2017/12/4, 78, 37, 17, 22, 3
2017/12/5, 84, 54, 33, 27, 3
2017/12/6, 98, 57, 38, 26, 3
2017/12/7, 107, 55, 34, 22, 4
2017/12/8, 98, 61, 34, 32, 6
2017/12/9, 131, 64, 43, 43, 7
2017/12/10, 138, 53, 38, 32, 5
2017/12/11, 107, 56, 45, 27, 4
2017/12/12, 107, 27, 25, 19, 1
2017/12/13, 58, 29, 22, 23, 1
2017/12/14, 54, 35, 22, 26, 2
2017/12/15, 70, 34, 11, 16, 2
2017/12/16, 62, 26, 15, 12, 2
2017/12/17, 64, 47, 30, 20, 3
2017/12/18, 105, 35, 29, 20, 4
2017/12/19, 83, 31, 28, 25, 4
2017/12/20, 75, 28, 30, 22, 5
2017/12/21, 71, 37, 38, 33, 3
2017/12/22, 90, 37, 32, 48, 8
2017/12/23, 99, 49, 47, 47, 7
2017/12/24, 122, 46, 43, 24, 6
2017/12/25, 116, 50, 44, 26, 4
2017/12/26, 126, 29, 35, 24, 2
2017/12/27, 76, 31, 29, 31, 2
2017/12/28, 80, 30, 24, 28, 2
2017/12/29, 81, 19, 27, 28, 2
2017/12/30, 56, 30, 29, 22, 2
2017/12/31, 80, 50, 34, 26, 2
2017/7/1, 29, 15, 7, 13, 2
2017/7/2, 35, 17, 11, 17, 3
2017/7/3, 44, 14, 7, 19, 2
2017/7/4, 40, 13, 8, 16, 2
2017/7/5, 34, 14, 8, 18, 2
2017/7/6, 31, 13, 8, 16, 3
2017/7/7, 31, 18, 4, 19, 2
2017/7/8, 44, 12, 9, 12, 3
2017/7/9, 34, 15, 7, 15, 5
2017/7/10, 40, 12, 7, 15, 3
2017/7/11, 35, 12, 7, 15, 2
2017/7/12, 35, 12, 5, 15, 2
2017/7/13, 28, 12, 5, 15, 2
2017/7/14, 33, 12, 5, 15, 1
2017/7/15, 28, 12, 7, 11, 1
2017/7/16, 29, 10, 4, 15, 1
2017/7/17, 28, 11, 4, 18, 1
2017/7/18, 31, 13, 6, 19, 2
2017/7/19, 36, 13, 6, 14, 2
2017/7/20, 33, 13, 8, 13, 2
2017/7/21, 33, 12, 8, 14, 2
2017/7/22, 34, 13, 13, 12, 1
2017/7/23, 40, 10, 7, 16, 1
2017/7/24, 29, 12, 10, 17, 2
2017/7/25, 33, 18, 7, 22, 5
2017/7/26, 52, 13, 10, 15, 2
2017/7/27, 36, 18, 24, 18, 2
2017/7/28, 44, 38, 62, 41, 7
2017/7/29, 89, 56, 90, 38, 9
2017/7/30, 133, 34, 12, 20, 3
2017/7/31, 78, 23, 13, 16, 2
2017/8/1, 49, 20, 9, 23, 4
2017/8/2, 51, 16, 6, 21, 4
2017/8/3, 46, 14, 5, 23, 5
2017/8/4, 42, 22, 13, 18, 4
2017/8/5, 54, 18, 19, 16, 4
2017/8/6, 47, 18, 12, 17, 4
2017/8/7, 42, 18, 7, 14, 2
2017/8/8, 36, 19, 7, 15, 2
2017/8/9, 47, 22, 8, 16, 2
2017/8/10, 47, 24, 10, 17, 3
2017/8/11, 54, 21, 11, 13, 2
2017/8/12, 44, 13, 11, 11, 3
2017/8/13, 35, 17, 7, 12, 3
2017/8/14, 38, 12, 9, 10, 3
2017/8/15, 31, 16, 6, 14, 5
2017/8/16, 40, 16, 11, 15, 4
2017/8/17, 47, 20, 8, 23, 6
2017/8/18, 61, 13, 5, 15, 5
2017/8/19, 39, 14, 23, 18, 7
2017/8/20, 51, 34, 54, 35, 9
2017/8/21, 74, 42, 59, 33, 5
2017/8/22, 98, 16, 19, 7, 1
2017/8/23, 41, 23, 10, 16, 2
2017/8/24, 47, 16, 9, 17, 2
2017/8/25, 41, 17, 15, 18, 2
2017/8/26, 46, 13, 15, 7, 1
2017/8/27, 32, 13, 7, 21, 1
2017/8/28, 40, 23, 10, 30, 6
2017/8/29, 50, 43, 32, 49, 9
2017/8/30, 94, 36, 11, 44, 12
2017/8/31, 83, 48, 45, 55, 10
2017/9/1, 113, 48, 32, 52, 8
2017/9/2, 110, 33, 53, 37, 8
2017/9/3, 86, 17, 20, 19, 4
