"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Ma Wan Tung Wan Beach","02/03/2020","170"
"Castle Peak Beach","02/03/2020","170"
"Lo So Shing Beach","03/03/2020","1"
"Chung Hom Kok Beach","03/03/2020","2"
"South Bay Beach","03/03/2020","1"
"St. Stephen's Beach","03/03/2020","1"
"Shek O Beach","03/03/2020","7"
"Turtle Cove Beach","03/03/2020","3"
"Hairpin Beach","03/03/2020","22"
"Rocky Bay Beach","03/03/2020","8"
"Tong Fuk Beach","04/03/2020","1"
"Lower Cheung Sha Beach","04/03/2020","3"
"Discovery Bay","04/03/2020","42"
"Pui O Beach","04/03/2020","2"
"Upper Cheung Sha Beach","04/03/2020","1"
"Kwun Yam Beach","05/03/2020","30"
"Cheung Chau Tung Wan Beach ","05/03/2020","4"
"Approach Beach","05/03/2020","180"
"Ting Kau Beach","05/03/2020","143"
"Anglers' Beach ","05/03/2020","60"
"Casam Beach","05/03/2020","59"
"Hoi Mei Wan Beach","05/03/2020","130"
"Gemini Beaches","05/03/2020","77"
"Lido Beach","05/03/2020","47"
"Lo So Shing Beach","09/03/2020","1"
"Silverstrand Beach","09/03/2020","11"
"Clear Water Bay Second Beach","09/03/2020","3"
"Silver Mine Bay Beach","09/03/2020","66"
"Deep Water Bay Beach","10/03/2020","1"
"Chung Hom Kok Beach","10/03/2020","1"
"South Bay Beach","10/03/2020","1"
"Middle Bay Beach","10/03/2020","1"
"Repulse Bay Beach","10/03/2020","1"
"St. Stephen's Beach","10/03/2020","2"
"Rocky Bay Beach","10/03/2020","4"
"Shek O Beach","10/03/2020","1"
"Turtle Cove Beach","10/03/2020","1"
"Hairpin Beach","10/03/2020","1"
"Stanley Main Beach","10/03/2020","1"
"Big Wave Bay Beach","10/03/2020","5"
"Cafeteria New Beach","11/03/2020","520"
"Cafeteria Old Beach","11/03/2020","510"
"Kadoorie Beach","11/03/2020","530"
"Hung Shing Yeh Beach","11/03/2020","50"
"Butterfly Beach","11/03/2020","410"
"Ma Wan Tung Wan Beach","11/03/2020","90"
"Golden Beach","11/03/2020","610"
"Castle Peak Beach","11/03/2020","340"
"Kwun Yam Beach","12/03/2020","1"
"Cheung Chau Tung Wan Beach ","12/03/2020","18"
"Approach Beach","12/03/2020","34"
"Ting Kau Beach","12/03/2020","56"
"Anglers' Beach ","12/03/2020","79"
"Casam Beach","12/03/2020","75"
"Hoi Mei Wan Beach","12/03/2020","770"
"Gemini Beaches","12/03/2020","71"
"Lido Beach","12/03/2020","22"
"Tong Fuk Beach","13/03/2020","1"
"Lower Cheung Sha Beach","13/03/2020","1"
"Discovery Bay","13/03/2020","6"
"Pui O Beach","13/03/2020","20"
"Upper Cheung Sha Beach","13/03/2020","1"
"Kwun Yam Beach","16/03/2020","12"
"Cheung Chau Tung Wan Beach ","16/03/2020","5"
"Chung Hom Kok Beach","16/03/2020","1"
"South Bay Beach","16/03/2020","1"
"St. Stephen's Beach","16/03/2020","1"
"Shek O Beach","16/03/2020","2"
"Turtle Cove Beach","16/03/2020","1"
"Hairpin Beach","16/03/2020","1"
"Rocky Bay Beach","16/03/2020","130"
"Cafeteria New Beach","17/03/2020","55"
"Cafeteria Old Beach","17/03/2020","66"
"Kadoorie Beach","17/03/2020","66"
"Castle Peak Beach","17/03/2020","610"
"Butterfly Beach","17/03/2020","36"
"Approach Beach","17/03/2020","95"
"Ting Kau Beach","17/03/2020","33"
"Lido Beach","17/03/2020","30"
"Casam Beach","17/03/2020","59"
"Hoi Mei Wan Beach","17/03/2020","84"
"Gemini Beaches","17/03/2020","1000"
"Anglers' Beach ","17/03/2020","855"
"Ma Wan Tung Wan Beach","17/03/2020","230"
"Golden Beach","17/03/2020","70"
"Lo So Shing Beach","17/03/2020","1"
"Pui O Beach","18/03/2020","7"
"Discovery Bay","18/03/2020","1"
"Tong Fuk Beach","18/03/2020","1"
"Lower Cheung Sha Beach","18/03/2020","1"
"Upper Cheung Sha Beach","18/03/2020","1"
"Silver Mine Bay Beach","18/03/2020","1"
"Kiu Tsui (New)","19/03/2020","3"
"Clear Water Bay First Beach","19/03/2020","3"
"Trio Beach ","19/03/2020","2"
"Hap Mun Bay Beach","19/03/2020","1"
"Kiu Tsui Beach","19/03/2020","3"
"Butterfly Beach","20/03/2020","470"
"Castle Peak Beach","20/03/2020","140"
"Kadoorie Beach","20/03/2020","120"
"Cafeteria Old Beach","20/03/2020","80"
"Cafeteria New Beach","20/03/2020","170"
"Hung Shing Yeh Beach","20/03/2020","1"
"Ma Wan Tung Wan Beach","20/03/2020","4"
"Anglers' Beach ","20/03/2020","38"
"Gemini Beaches","20/03/2020","28"
"Hoi Mei Wan Beach","20/03/2020","26"
"Casam Beach","20/03/2020","21"
"Lido Beach","20/03/2020","22"
"Ting Kau Beach","20/03/2020","226"
"Approach Beach","20/03/2020","19"
"Silver Mine Bay Beach","23/03/2020","8"
"Stanley Main Beach","23/03/2020","1"
"Big Wave Bay Beach","23/03/2020","45"
"Repulse Bay Beach","23/03/2020","1"
"Middle Bay Beach","23/03/2020","1"
"Silverstrand Beach","23/03/2020","1"
"Clear Water Bay Second Beach","23/03/2020","1"
"Deep Water Bay Beach","23/03/2020","2"
"Deep Water Bay Beach","30/03/2020","3"
"Middle Bay Beach","30/03/2020","10"
"Kwun Yam Beach","30/03/2020","52"
"Hairpin Beach","30/03/2020","62"
"Stanley Main Beach","30/03/2020","18"
"St. Stephen's Beach","30/03/2020","5"
"Turtle Cove Beach","30/03/2020","2"
"Shek O Beach","30/03/2020","45"
"Rocky Bay Beach","30/03/2020","65"
"Big Wave Bay Beach","30/03/2020","54"
"Repulse Bay Beach","30/03/2020","8"
"Cheung Chau Tung Wan Beach ","30/03/2020","190"
"South Bay Beach","30/03/2020","1"
"Chung Hom Kok Beach","30/03/2020","33"
"Kiu Tsui Beach","31/03/2020","48"
"Kadoorie Beach","31/03/2020","170"
"Golden Beach","31/03/2020","56"
"Lo So Shing Beach","31/03/2020","900"
"Trio Beach ","31/03/2020","72"
"Butterfly Beach","31/03/2020","2700"
"Ma Wan Tung Wan Beach","31/03/2020","30"
"Kiu Tsui (New)","31/03/2020","16"
"Castle Peak Beach","31/03/2020","80"
"Silverstrand Beach","31/03/2020","140"
"Cafeteria Old Beach","31/03/2020","2900"
"Clear Water Bay First Beach","31/03/2020","62"
"Hap Mun Bay Beach","31/03/2020","1"
"Clear Water Bay Second Beach","31/03/2020","400"
"Cafeteria New Beach","31/03/2020","45"
"Butterfly Beach","01/04/2020","57"
"Hung Shing Yeh Beach","01/04/2020","1"
"Lower Cheung Sha Beach","01/04/2020","27"
"Upper Cheung Sha Beach","01/04/2020","4"
"Pui O Beach","01/04/2020","21"
"Discovery Bay","01/04/2020","22"
"Approach Beach","01/04/2020","444"
"Ting Kau Beach","01/04/2020","167"
"Lido Beach","01/04/2020","190"
"Casam Beach","01/04/2020","190"
"Hoi Mei Wan Beach","01/04/2020","210"
"Gemini Beaches","01/04/2020","80"
"Anglers' Beach ","01/04/2020","122"
"Cafeteria Old Beach","01/04/2020","58"
"Tong Fuk Beach","01/04/2020","2"
"Trio Beach ","03/04/2020","2"
"Hap Mun Bay Beach","03/04/2020","2"
"Kiu Tsui (New)","03/04/2020","1"
"Kiu Tsui Beach","03/04/2020","6"
"Clear Water Bay First Beach","03/04/2020","5"
"Kadoorie Beach","06/04/2020","330"
"St. Stephen's Beach","06/04/2020","4"
"Butterfly Beach","06/04/2020","730"
"Tong Fuk Beach","06/04/2020","90"
"Lower Cheung Sha Beach","06/04/2020","280"
"Upper Cheung Sha Beach","06/04/2020","70"
"Pui O Beach","06/04/2020","33"
"Silver Mine Bay Beach","06/04/2020","100"
"Discovery Bay","06/04/2020","70"
"Ma Wan Tung Wan Beach","06/04/2020","72"
"Golden Beach","06/04/2020","660"
"Cafeteria New Beach","06/04/2020","500"
"Cafeteria Old Beach","06/04/2020","380"
"Deep Water Bay Beach","06/04/2020","12"
"Chung Hom Kok Beach","06/04/2020","6"
"South Bay Beach","06/04/2020","2"
"Middle Bay Beach","06/04/2020","6"
"Repulse Bay Beach","06/04/2020","100"
"Big Wave Bay Beach","06/04/2020","140"
"Rocky Bay Beach","06/04/2020","18"
"Shek O Beach","06/04/2020","120"
"Turtle Cove Beach","06/04/2020","4"
"Hairpin Beach","06/04/2020","5"
"Stanley Main Beach","06/04/2020","23"
"Castle Peak Beach","06/04/2020","4100"
"Castle Peak Beach","07/04/2020","110"
"Kwun Yam Beach","07/04/2020","4"
"Cheung Chau Tung Wan Beach ","07/04/2020","7"
"Trio Beach ","07/04/2020","29"
"Hap Mun Bay Beach","07/04/2020","2"
"Lo So Shing Beach","07/04/2020","11"
"Clear Water Bay First Beach","07/04/2020","26"
"Silverstrand Beach","07/04/2020","93"
"Hung Shing Yeh Beach","07/04/2020","5"
"Kiu Tsui Beach","07/04/2020","65"
"Kiu Tsui (New)","07/04/2020","70"
"Clear Water Bay Second Beach","07/04/2020","15"
"Approach Beach","15/04/2020","14"
"Ting Kau Beach","15/04/2020","3"
"Lido Beach","15/04/2020","9"
"Anglers' Beach ","15/04/2020","38"
"Hoi Mei Wan Beach","15/04/2020","25"
"Gemini Beaches","15/04/2020","170"
"Casam Beach","15/04/2020","14"
"Kadoorie Beach","20/04/2020","3"
"St. Stephen's Beach","20/04/2020","27"
"Butterfly Beach","20/04/2020","89"
"Kwun Yam Beach","20/04/2020","1"
"Cheung Chau Tung Wan Beach ","20/04/2020","1"
"Tong Fuk Beach","20/04/2020","1"
"Lower Cheung Sha Beach","20/04/2020","1"
"Upper Cheung Sha Beach","20/04/2020","1"
"Pui O Beach","20/04/2020","26"
"Silver Mine Bay Beach","20/04/2020","1"
"Discovery Bay","20/04/2020","2"
"Ma Wan Tung Wan Beach","20/04/2020","68"
"Golden Beach","20/04/2020","2"
"Cafeteria New Beach","20/04/2020","4"
"Cafeteria Old Beach","20/04/2020","6"
"Deep Water Bay Beach","20/04/2020","1"
"Chung Hom Kok Beach","20/04/2020","1"
"South Bay Beach","20/04/2020","1"
"Middle Bay Beach","20/04/2020","1"
"Repulse Bay Beach","20/04/2020","1"
"Big Wave Bay Beach","20/04/2020","2"
"Rocky Bay Beach","20/04/2020","1"
"Shek O Beach","20/04/2020","1"
"Turtle Cove Beach","20/04/2020","17"
"Hairpin Beach","20/04/2020","7"
"Stanley Main Beach","20/04/2020","1"
"Castle Peak Beach","20/04/2020","49"
"Approach Beach","21/04/2020","73"
"Lo So Shing Beach","21/04/2020","6"
"Lido Beach","21/04/2020","31"
"Casam Beach","21/04/2020","63"
"Hoi Mei Wan Beach","21/04/2020","15"
"Gemini Beaches","21/04/2020","35"
"Anglers' Beach ","21/04/2020","60"
"Trio Beach ","21/04/2020","1"
"Hap Mun Bay Beach","21/04/2020","1"
"Clear Water Bay Second Beach","21/04/2020","10"
"Clear Water Bay First Beach","21/04/2020","11"
"Silverstrand Beach","21/04/2020","6"
"Hung Shing Yeh Beach","21/04/2020","1"
"Kiu Tsui (New)","21/04/2020","1"
"Kiu Tsui Beach","21/04/2020","1"
"Ting Kau Beach","21/04/2020","44"
"Kadoorie Beach","27/04/2020","9"
"Castle Peak Beach","27/04/2020","45"
"Butterfly Beach","27/04/2020","19"
"Cheung Chau Tung Wan Beach ","27/04/2020","1"
"Silver Mine Bay Beach","27/04/2020","71"
"Approach Beach","27/04/2020","42"
"Ting Kau Beach","27/04/2020","8"
"Lido Beach","27/04/2020","47"
"Casam Beach","27/04/2020","85"
"Hoi Mei Wan Beach","27/04/2020","95"
"Gemini Beaches","27/04/2020","20"
"Anglers' Beach ","27/04/2020","42"
"Ma Wan Tung Wan Beach","27/04/2020","51"
"Golden Beach","27/04/2020","11"
"Cafeteria New Beach","27/04/2020","7"
"Cafeteria Old Beach","27/04/2020","23"
"Clear Water Bay Second Beach","27/04/2020","13"
"Silverstrand Beach","27/04/2020","10"
"Big Wave Bay Beach","27/04/2020","13"
"Rocky Bay Beach","27/04/2020","4"
"Shek O Beach","27/04/2020","1"
"Turtle Cove Beach","27/04/2020","1"
"Hairpin Beach","27/04/2020","1"
"Stanley Main Beach","27/04/2020","22"
"Kwun Yam Beach","27/04/2020","1"
"Deep Water Bay Beach","28/04/2020","1"
"Chung Hom Kok Beach","28/04/2020","1"
"South Bay Beach","28/04/2020","1"
"Lo So Shing Beach","28/04/2020","210"
"Repulse Bay Beach","28/04/2020","1"
"St. Stephen's Beach","28/04/2020","1"
"Middle Bay Beach","28/04/2020","1"
"Lido Beach","04/05/2020","30"
"Casam Beach","04/05/2020","40"
"Silverstrand Beach","04/05/2020","4"
"Clear Water Bay First Beach","04/05/2020","4"
"Clear Water Bay Second Beach","04/05/2020","1"
"Hap Mun Bay Beach","04/05/2020","1"
"Trio Beach ","04/05/2020","3"
"Ting Kau Beach","04/05/2020","14"
"Approach Beach","04/05/2020","38"
"Discovery Bay","04/05/2020","1"
"Silver Mine Bay Beach","04/05/2020","1"
"Pui O Beach","04/05/2020","2"
"Upper Cheung Sha Beach","04/05/2020","2"
"Lower Cheung Sha Beach","04/05/2020","1"
"Tong Fuk Beach","04/05/2020","1"
"Kiu Tsui Beach","04/05/2020","1"
"Kiu Tsui (New)","04/05/2020","1"
"Hung Shing Yeh Beach","04/05/2020","2"
"Anglers' Beach ","04/05/2020","57"
"Gemini Beaches","04/05/2020","41"
"Hoi Mei Wan Beach","04/05/2020","24"
"Deep Water Bay Beach","05/05/2020","2"
"Hairpin Beach","05/05/2020","1"
"Big Wave Bay Beach","05/05/2020","28"
"Cheung Chau Tung Wan Beach ","05/05/2020","1"
"Kwun Yam Beach","05/05/2020","2"
"Lo So Shing Beach","05/05/2020","44"
"Repulse Bay Beach","05/05/2020","3"
"Middle Bay Beach","05/05/2020","13"
"South Bay Beach","05/05/2020","1"
"St. Stephen's Beach","05/05/2020","25"
"Stanley Main Beach","05/05/2020","1"
"Butterfly Beach","05/05/2020","250"
"Castle Peak Beach","05/05/2020","120"
"Kadoorie Beach","05/05/2020","7"
"Cafeteria Old Beach","05/05/2020","7"
"Cafeteria New Beach","05/05/2020","4"
"Golden Beach","05/05/2020","20"
"Ma Wan Tung Wan Beach","05/05/2020","49"
"Chung Hom Kok Beach","05/05/2020","6"
"Turtle Cove Beach","05/05/2020","5"
"Shek O Beach","05/05/2020","9"
"Rocky Bay Beach","05/05/2020","1"
"Casam Beach","11/05/2020","18"
"Hoi Mei Wan Beach","11/05/2020","150"
"Gemini Beaches","11/05/2020","80"
"Anglers' Beach ","11/05/2020","45"
"Kiu Tsui (New)","11/05/2020","16"
"Kiu Tsui Beach","11/05/2020","1"
"Approach Beach","11/05/2020","174"
"Ting Kau Beach","11/05/2020","48"
"Lido Beach","11/05/2020","51"
"Hap Mun Bay Beach","11/05/2020","1"
"Clear Water Bay Second Beach","11/05/2020","14"
"Clear Water Bay First Beach","11/05/2020","29"
"Silverstrand Beach","11/05/2020","29"
"Trio Beach ","11/05/2020","1"
"St. Stephen's Beach","12/05/2020","6"
"Stanley Main Beach","12/05/2020","10"
"Cheung Chau Tung Wan Beach ","12/05/2020","50"
"Tong Fuk Beach","12/05/2020","1"
"Lower Cheung Sha Beach","12/05/2020","1"
"Upper Cheung Sha Beach","12/05/2020","5"
"Pui O Beach","12/05/2020","14"
"Silver Mine Bay Beach","12/05/2020","40"
"Deep Water Bay Beach","12/05/2020","15"
"Chung Hom Kok Beach","12/05/2020","44"
"South Bay Beach","12/05/2020","2"
"Middle Bay Beach","12/05/2020","30"
"Repulse Bay Beach","12/05/2020","10"
"Big Wave Bay Beach","12/05/2020","61"
"Rocky Bay Beach","12/05/2020","300"
"Shek O Beach","12/05/2020","17"
"Turtle Cove Beach","12/05/2020","17"
"Hairpin Beach","12/05/2020","80"
"Kwun Yam Beach","12/05/2020","11"
"Ma Wan Tung Wan Beach","13/05/2020","2900"
"Golden Beach","13/05/2020","13"
"Cafeteria New Beach","13/05/2020","15"
"Cafeteria Old Beach","13/05/2020","80"
"Discovery Bay","13/05/2020","180"
"Castle Peak Beach","13/05/2020","71"
"Butterfly Beach","13/05/2020","420"
"Hung Shing Yeh Beach","13/05/2020","1"
"Lo So Shing Beach","13/05/2020","5"
"Kadoorie Beach","13/05/2020","9"
"Ma Wan Tung Wan Beach","14/05/2020","68"
"St. Stephen's Beach","16/05/2020","1"
"Deep Water Bay Beach","16/05/2020","18"
"Chung Hom Kok Beach","16/05/2020","1"
"South Bay Beach","16/05/2020","3"
"Middle Bay Beach","16/05/2020","1"
"Stanley Main Beach","16/05/2020","6"
"Big Wave Bay Beach","16/05/2020","27"
"Rocky Bay Beach","16/05/2020","1"
"Shek O Beach","16/05/2020","2"
"Turtle Cove Beach","16/05/2020","8"
"Hairpin Beach","16/05/2020","1"
"Repulse Bay Beach","16/05/2020","1"
"Ma Wan Tung Wan Beach","17/05/2020","60"
"Golden Beach","17/05/2020","59"
"Cafeteria New Beach","17/05/2020","17"
"Cafeteria Old Beach","17/05/2020","2"
"Kadoorie Beach","17/05/2020","33"
"Silver Mine Bay Beach","17/05/2020","2"
"Butterfly Beach","17/05/2020","41"
"Tong Fuk Beach","17/05/2020","9"
"Lower Cheung Sha Beach","17/05/2020","13"
"Upper Cheung Sha Beach","17/05/2020","1"
"Pui O Beach","17/05/2020","3"
"Castle Peak Beach","17/05/2020","780"
"Casam Beach","18/05/2020","1600"
"Trio Beach ","18/05/2020","6"
"Gemini Beaches","18/05/2020","310"
"Anglers' Beach ","18/05/2020","1300"
"Hung Shing Yeh Beach","18/05/2020","19"
"Kiu Tsui (New)","18/05/2020","5"
"Kiu Tsui Beach","18/05/2020","80"
"Kwun Yam Beach","18/05/2020","260"
"Cheung Chau Tung Wan Beach ","18/05/2020","26"
"Approach Beach","18/05/2020","94"
"Ting Kau Beach","18/05/2020","1075"
"Lido Beach","18/05/2020","280"
"Hap Mun Bay Beach","18/05/2020","330"
"Clear Water Bay Second Beach","18/05/2020","900"
"Clear Water Bay First Beach","18/05/2020","90"
"Silverstrand Beach","18/05/2020","53"
"Hoi Mei Wan Beach","18/05/2020","290"
"Discovery Bay","20/05/2020","320"
"Lo So Shing Beach","20/05/2020","4"
"St. Stephen's Beach","26/05/2020","16"
"Stanley Main Beach","26/05/2020","21"
"Kwun Yam Beach","26/05/2020","13"
"Cheung Chau Tung Wan Beach ","26/05/2020","190"
"Deep Water Bay Beach","26/05/2020","52"
"Chung Hom Kok Beach","26/05/2020","2000"
"South Bay Beach","26/05/2020","22"
"Middle Bay Beach","26/05/2020","15"
"Repulse Bay Beach","26/05/2020","10"
"Big Wave Bay Beach","26/05/2020","1100"
"Rocky Bay Beach","26/05/2020","330"
"Shek O Beach","26/05/2020","64"
"Turtle Cove Beach","26/05/2020","33"
"Hairpin Beach","26/05/2020","48"
"Hung Shing Yeh Beach","26/05/2020","4"
"Casam Beach","27/05/2020","80"
"Chung Hom Kok Beach","27/05/2020","10"
"Gemini Beaches","27/05/2020","330"
"Anglers' Beach ","27/05/2020","231"
"Kiu Tsui (New)","27/05/2020","7"
"Kiu Tsui Beach","27/05/2020","180"
"Discovery Bay","27/05/2020","49"
"Approach Beach","27/05/2020","198"
"Ting Kau Beach","27/05/2020","120"
"Lido Beach","27/05/2020","80"
"Hap Mun Bay Beach","27/05/2020","3"
"Clear Water Bay Second Beach","27/05/2020","32"
"Clear Water Bay First Beach","27/05/2020","31"
"Silverstrand Beach","27/05/2020","82"
"Trio Beach ","27/05/2020","52"
"Hoi Mei Wan Beach","27/05/2020","200"
"Ma Wan Tung Wan Beach","28/05/2020","150"
"Golden Beach","28/05/2020","58"
"Cafeteria New Beach","28/05/2020","12"
"Cafeteria Old Beach","28/05/2020","21"
"Kadoorie Beach","28/05/2020","12"
"Castle Peak Beach","28/05/2020","130"
"Silver Mine Bay Beach","28/05/2020","550"
"Lo So Shing Beach","28/05/2020","1"
"Tong Fuk Beach","28/05/2020","8"
"Lower Cheung Sha Beach","28/05/2020","3"
"Upper Cheung Sha Beach","28/05/2020","46"
"Pui O Beach","28/05/2020","49"
"Butterfly Beach","28/05/2020","27"
"Pui O Beach","01/06/2020","40"
"Upper Cheung Sha Beach","01/06/2020","1"
"Lower Cheung Sha Beach","01/06/2020","51"
"Tong Fuk Beach","01/06/2020","18"
"Cheung Chau Tung Wan Beach ","01/06/2020","7"
"Kwun Yam Beach","01/06/2020","3"
"Silver Mine Bay Beach","01/06/2020","160"
"Kiu Tsui (New)","01/06/2020","7"
"Hap Mun Bay Beach","01/06/2020","450"
"Trio Beach ","01/06/2020","1"
"Silverstrand Beach","01/06/2020","10"
"Clear Water Bay First Beach","01/06/2020","24"
"Clear Water Bay Second Beach","01/06/2020","10"
"Kiu Tsui Beach","01/06/2020","26"
"Ma Wan Tung Wan Beach","02/06/2020","210"
"Golden Beach","02/06/2020","36"
"Cafeteria New Beach","02/06/2020","49"
"Cafeteria Old Beach","02/06/2020","140"
"Kadoorie Beach","02/06/2020","100"
"Castle Peak Beach","02/06/2020","58"
"Anglers' Beach ","02/06/2020","150"
"Gemini Beaches","02/06/2020","65"
"Hoi Mei Wan Beach","02/06/2020","1500"
"Casam Beach","02/06/2020","220"
"Lido Beach","02/06/2020","150"
"Ting Kau Beach","02/06/2020","232"
"Approach Beach","02/06/2020","214"
"Hung Shing Yeh Beach","02/06/2020","13"
"St. Stephen's Beach","02/06/2020","51"
"Repulse Bay Beach","02/06/2020","1"
"Middle Bay Beach","02/06/2020","51"
"South Bay Beach","02/06/2020","1"
"Chung Hom Kok Beach","02/06/2020","4400"
"Butterfly Beach","02/06/2020","280"
"Deep Water Bay Beach","02/06/2020","7"
"Chung Hom Kok Beach","03/06/2020","22"
"Big Wave Bay Beach","03/06/2020","60"
"Rocky Bay Beach","03/06/2020","1"
"Shek O Beach","03/06/2020","13"
"Turtle Cove Beach","03/06/2020","28"
"Hairpin Beach","03/06/2020","1"
"Stanley Main Beach","03/06/2020","7"
"Lo So Shing Beach","03/06/2020","2"
"Discovery Bay","03/06/2020","15"
"Hung Shing Yeh Beach","09/06/2020","90"
"Stanley Main Beach","09/06/2020","26"
"Kiu Tsui Beach","09/06/2020","310"
"Tong Fuk Beach","09/06/2020","150"
"Lower Cheung Sha Beach","09/06/2020","390"
"Upper Cheung Sha Beach","09/06/2020","57"
"Pui O Beach","09/06/2020","120"
"Silver Mine Bay Beach","09/06/2020","750"
"Hap Mun Bay Beach","09/06/2020","150"
"Clear Water Bay Second Beach","09/06/2020","130"
"Clear Water Bay First Beach","09/06/2020","90"
"Silverstrand Beach","09/06/2020","130"
"Trio Beach ","09/06/2020","750"
"Big Wave Bay Beach","09/06/2020","260"
"Rocky Bay Beach","09/06/2020","410"
"Shek O Beach","09/06/2020","238"
"Turtle Cove Beach","09/06/2020","62"
"Hairpin Beach","09/06/2020","40"
"Kiu Tsui (New)","09/06/2020","351"
"Gemini Beaches","10/06/2020","600"
"Anglers' Beach ","10/06/2020","412"
"Ma Wan Tung Wan Beach","10/06/2020","180"
"Golden Beach","10/06/2020","2000"
"Cafeteria New Beach","10/06/2020","920"
"Cafeteria Old Beach","10/06/2020","1900"
"Kadoorie Beach","10/06/2020","3000"
"Castle Peak Beach","10/06/2020","1000"
"Butterfly Beach","10/06/2020","1000"
"St. Stephen's Beach","10/06/2020","16"
"Discovery Bay","10/06/2020","100"
"Approach Beach","10/06/2020","2345"
"Ting Kau Beach","10/06/2020","1481"
"Lido Beach","10/06/2020","900"
"Casam Beach","10/06/2020","480"
"Hoi Mei Wan Beach","10/06/2020","750"
"Deep Water Bay Beach","10/06/2020","90"
"Chung Hom Kok Beach","10/06/2020","22"
"South Bay Beach","10/06/2020","18"
"Middle Bay Beach","10/06/2020","37"
"Repulse Bay Beach","10/06/2020","42"
"Golden Beach","11/06/2020","1200"
"Cafeteria Old Beach","11/06/2020","800"
