"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Cafeteria New Beach","14/03/2016","23"
"Butterfly Beach","14/03/2016","33"
"Stanley Main Beach","14/03/2016","19"
"Cafeteria Old Beach","14/03/2016","36"
"Rocky Bay Beach","14/03/2016","110"
"Shek O Beach","14/03/2016","16"
"Hairpin Beach","14/03/2016","21"
"Ma Wan Tung Wan Beach","14/03/2016","11"
"Castle Peak Beach","14/03/2016","66"
"Cheung Chau Tung Wan Beach ","14/03/2016","9"
"Big Wave Bay Beach","14/03/2016","13"
"Turtle Cove Beach","14/03/2016","2"
"Golden Beach","14/03/2016","39"
"Kwun Yam Beach","14/03/2016","23"
"Lower Cheung Sha Beach","15/03/2016","11"
"Approach Beach","15/03/2016","255"
"South Bay Beach","15/03/2016","1"
"Chung Hom Kok Beach","15/03/2016","2"
"Casam Beach","15/03/2016","30"
"Gemini Beaches","15/03/2016","38"
"Silver Mine Bay Beach","15/03/2016","130"
"Lido Beach","15/03/2016","130"
"Hoi Mei Wan Beach","15/03/2016","64"
"Tong Fuk Beach","15/03/2016","7"
"Anglers' Beach ","15/03/2016","24"
"Upper Cheung Sha Beach","15/03/2016","14"
"Pui O Beach","15/03/2016","1"
"Repulse Bay Beach","15/03/2016","2"
"Middle Bay Beach","15/03/2016","1"
"St. Stephen's Beach","15/03/2016","23"
"Deep Water Bay Beach","15/03/2016","2"
"Ting Kau Beach","15/03/2016","343"
"Clear Water Bay First Beach","16/03/2016","12"
"Kiu Tsui Beach","16/03/2016","2"
"Silverstrand Beach","16/03/2016","60"
"Kiu Tsui (New)","16/03/2016","2"
"Hap Mun Bay Beach","16/03/2016","1"
"Tai Po Lung Mei Beach","16/03/2016","56"
"Clear Water Bay Second Beach","16/03/2016","4"
"Trio Beach ","16/03/2016","5"
"Lo So Shing Beach","17/03/2016","1"
"Hung Shing Yeh Beach","17/03/2016","1"
"Discovery Bay","17/03/2016","14"
"Clear Water Bay Second Beach","21/03/2016","140"
"Castle Peak Beach","21/03/2016","520"
"Kiu Tsui (New)","21/03/2016","13"
"Turtle Cove Beach","21/03/2016","9"
"Kadoorie Beach","21/03/2016","590"
"Stanley Main Beach","21/03/2016","105"
"Silverstrand Beach","21/03/2016","790"
"Butterfly Beach","21/03/2016","240"
"Rocky Bay Beach","21/03/2016","80"
"Golden Beach","21/03/2016","110"
"Cafeteria New Beach","21/03/2016","83"
"Kiu Tsui Beach","21/03/2016","7"
"Trio Beach ","21/03/2016","90"
"Clear Water Bay First Beach","21/03/2016","380"
"Shek O Beach","21/03/2016","49"
"Hairpin Beach","21/03/2016","120"
"Ma Wan Tung Wan Beach","21/03/2016","60"
"Cafeteria Old Beach","21/03/2016","500"
"Hap Mun Bay Beach","21/03/2016","1"
"Big Wave Bay Beach","21/03/2016","270"
"Chung Hom Kok Beach","22/03/2016","30"
"Middle Bay Beach","22/03/2016","14"
"South Bay Beach","22/03/2016","10"
"Deep Water Bay Beach","22/03/2016","18"
"Repulse Bay Beach","22/03/2016","11"
"St. Stephen's Beach","22/03/2016","28"
"Approach Beach","23/03/2016","269"
"Lo So Shing Beach","23/03/2016","1"
"Gemini Beaches","23/03/2016","42"
"Anglers' Beach ","23/03/2016","60"
"Lido Beach","23/03/2016","53"
"Upper Cheung Sha Beach","23/03/2016","9"
"Pui O Beach","23/03/2016","12"
"Tai Po Lung Mei Beach","23/03/2016","4459"
"Tong Fuk Beach","23/03/2016","6"
"Ting Kau Beach","23/03/2016","520"
"Lower Cheung Sha Beach","23/03/2016","120"
"Silver Mine Bay Beach","23/03/2016","85"
"Hoi Mei Wan Beach","23/03/2016","490"
"Casam Beach","23/03/2016","60"
"Clear Water Bay Second Beach","29/03/2016","5"
"Golden Beach","29/03/2016","11"
"Middle Bay Beach","29/03/2016","1"
"Stanley Main Beach","29/03/2016","4"
"Big Wave Bay Beach","29/03/2016","4"
"Silverstrand Beach","29/03/2016","91"
"Deep Water Bay Beach","29/03/2016","1"
"Repulse Bay Beach","29/03/2016","15"
"Tai Po Lung Mei Beach","30/03/2016","144"
"Rocky Bay Beach","05/04/2016","80"
"Butterfly Beach","05/04/2016","38"
"Anglers' Beach ","05/04/2016","105"
"Hairpin Beach","05/04/2016","150"
"South Bay Beach","05/04/2016","6"
"Cafeteria New Beach","05/04/2016","22"
"Middle Bay Beach","05/04/2016","2"
"St. Stephen's Beach","05/04/2016","6"
"Deep Water Bay Beach","05/04/2016","5"
"Lido Beach","05/04/2016","28"
"Cafeteria Old Beach","05/04/2016","37"
"Castle Peak Beach","05/04/2016","37"
"Turtle Cove Beach","05/04/2016","21"
"Casam Beach","05/04/2016","16"
"Repulse Bay Beach","05/04/2016","4"
"Chung Hom Kok Beach","05/04/2016","7"
"Big Wave Bay Beach","05/04/2016","26"
"Shek O Beach","05/04/2016","237"
"Stanley Main Beach","05/04/2016","33"
"Approach Beach","05/04/2016","19"
"Ting Kau Beach","05/04/2016","86"
"Hoi Mei Wan Beach","05/04/2016","9"
"Gemini Beaches","05/04/2016","52"
"Golden Beach","05/04/2016","13"
"Kadoorie Beach","05/04/2016","42"
"Ma Wan Tung Wan Beach","05/04/2016","80"
"Trio Beach ","06/04/2016","15"
"Clear Water Bay Second Beach","06/04/2016","20"
"Upper Cheung Sha Beach","06/04/2016","2"
"Lower Cheung Sha Beach","06/04/2016","16"
"Silver Mine Bay Beach","06/04/2016","130"
"Clear Water Bay First Beach","06/04/2016","10"
"Silverstrand Beach","06/04/2016","110"
"Tong Fuk Beach","06/04/2016","2"
"Pui O Beach","06/04/2016","3"
"Hap Mun Bay Beach","06/04/2016","1"
"Kiu Tsui (New)","06/04/2016","9"
"Kiu Tsui Beach","06/04/2016","900"
"Discovery Bay","06/04/2016","24"
"Cheung Chau Tung Wan Beach ","07/04/2016","1"
"Lo So Shing Beach","07/04/2016","1"
"Kwun Yam Beach","07/04/2016","6"
"Hung Shing Yeh Beach","07/04/2016","2"
"Tai Po Lung Mei Beach","08/04/2016","10"
"Silverstrand Beach","11/04/2016","350"
"Kwun Yam Beach","11/04/2016","80"
"Hap Mun Bay Beach","11/04/2016","10"
"Clear Water Bay Second Beach","11/04/2016","59"
"Clear Water Bay First Beach","11/04/2016","530"
"Cheung Chau Tung Wan Beach ","11/04/2016","42"
"Kiu Tsui Beach","11/04/2016","100"
"Kiu Tsui (New)","11/04/2016","177"
"Trio Beach ","11/04/2016","470"
"Lido Beach","12/04/2016","37"
"Castle Peak Beach","12/04/2016","310"
"Approach Beach","12/04/2016","514"
"Tong Fuk Beach","12/04/2016","15"
"Pui O Beach","12/04/2016","30"
"Anglers' Beach ","12/04/2016","85"
"Golden Beach","12/04/2016","80"
"Cafeteria New Beach","12/04/2016","140"
"Kadoorie Beach","12/04/2016","160"
"Butterfly Beach","12/04/2016","250"
"Lower Cheung Sha Beach","12/04/2016","34"
"Silver Mine Bay Beach","12/04/2016","3100"
"Upper Cheung Sha Beach","12/04/2016","50"
"Ma Wan Tung Wan Beach","12/04/2016","170"
"Ting Kau Beach","12/04/2016","131"
"Casam Beach","12/04/2016","50"
"Gemini Beaches","12/04/2016","90"
"Cafeteria Old Beach","12/04/2016","130"
"Hoi Mei Wan Beach","12/04/2016","310"
"Silver Mine Bay Beach","14/04/2016","3700"
"Hung Shing Yeh Beach","14/04/2016","270"
"Tai Po Lung Mei Beach","14/04/2016","479"
"Silver Mine Bay Beach","15/04/2016","280"
"South Bay Beach","16/04/2016","1"
"St. Stephen's Beach","16/04/2016","1"
"Chung Hom Kok Beach","16/04/2016","1"
"Deep Water Bay Beach","16/04/2016","11"
"Repulse Bay Beach","16/04/2016","3"
"Discovery Bay","16/04/2016","540"
"Middle Bay Beach","16/04/2016","36"
"Shek O Beach","17/04/2016","66"
"Hairpin Beach","17/04/2016","12"
"Kwun Yam Beach","17/04/2016","11"
"Stanley Main Beach","17/04/2016","123"
"Cheung Chau Tung Wan Beach ","17/04/2016","24"
"Rocky Bay Beach","17/04/2016","19"
"Turtle Cove Beach","17/04/2016","53"
"Big Wave Bay Beach","17/04/2016","90"
"Ma Wan Tung Wan Beach","18/04/2016","370"
"Castle Peak Beach","18/04/2016","950"
"Butterfly Beach","18/04/2016","420"
"Cafeteria Old Beach","18/04/2016","70"
"Kadoorie Beach","18/04/2016","110"
"Lo So Shing Beach","18/04/2016","12"
"Golden Beach","18/04/2016","90"
"Cafeteria New Beach","18/04/2016","150"
"Upper Cheung Sha Beach","19/04/2016","77"
"Gemini Beaches","19/04/2016","150"
"Silver Mine Bay Beach","19/04/2016","2400"
"Tong Fuk Beach","19/04/2016","450"
"Pui O Beach","19/04/2016","30"
"Casam Beach","19/04/2016","380"
"Lido Beach","19/04/2016","340"
"Hoi Mei Wan Beach","19/04/2016","370"
"Anglers' Beach ","19/04/2016","150"
"Lower Cheung Sha Beach","19/04/2016","210"
"Ting Kau Beach","19/04/2016","1220"
"Approach Beach","19/04/2016","970"
"Hap Mun Bay Beach","20/04/2016","19"
"Kiu Tsui (New)","20/04/2016","9"
"Clear Water Bay First Beach","20/04/2016","16"
"Silverstrand Beach","20/04/2016","44"
"Kiu Tsui Beach","20/04/2016","9"
"Trio Beach ","20/04/2016","18"
"Clear Water Bay Second Beach","20/04/2016","19"
"Silver Mine Bay Beach","20/04/2016","240"
"Silver Mine Bay Beach","21/04/2016","39"
"Hung Shing Yeh Beach","21/04/2016","57"
"Tai Po Lung Mei Beach","22/04/2016","126"
"Kwun Yam Beach","25/04/2016","23"
"Repulse Bay Beach","25/04/2016","30"
"South Bay Beach","25/04/2016","40"
"Stanley Main Beach","25/04/2016","137"
"Big Wave Bay Beach","25/04/2016","530"
"Cheung Chau Tung Wan Beach ","25/04/2016","52"
"Turtle Cove Beach","25/04/2016","1000"
"St. Stephen's Beach","25/04/2016","41"
"Deep Water Bay Beach","25/04/2016","69"
"Shek O Beach","25/04/2016","42"
"Hairpin Beach","25/04/2016","55"
"Chung Hom Kok Beach","25/04/2016","3"
"Rocky Bay Beach","25/04/2016","170"
"Middle Bay Beach","25/04/2016","170"
"Anglers' Beach ","26/04/2016","235"
"Golden Beach","26/04/2016","310"
"Kadoorie Beach","26/04/2016","120"
"Hoi Mei Wan Beach","26/04/2016","230"
"Butterfly Beach","26/04/2016","630"
"Tong Fuk Beach","26/04/2016","8"
"Lower Cheung Sha Beach","26/04/2016","700"
"Ma Wan Tung Wan Beach","26/04/2016","76"
"Ting Kau Beach","26/04/2016","124"
"Lido Beach","26/04/2016","82"
"Casam Beach","26/04/2016","880"
"Gemini Beaches","26/04/2016","220"
"Cafeteria New Beach","26/04/2016","230"
"Castle Peak Beach","26/04/2016","430"
"Pui O Beach","26/04/2016","686"
"Approach Beach","26/04/2016","483"
"Upper Cheung Sha Beach","26/04/2016","21"
"Silver Mine Bay Beach","26/04/2016","200"
"Cafeteria Old Beach","26/04/2016","150"
"Discovery Bay","27/04/2016","66"
"Kiu Tsui Beach","27/04/2016","46"
"Kiu Tsui (New)","27/04/2016","292"
"Clear Water Bay Second Beach","27/04/2016","230"
"Clear Water Bay First Beach","27/04/2016","650"
"Hap Mun Bay Beach","27/04/2016","7"
"Trio Beach ","27/04/2016","49"
"Silverstrand Beach","27/04/2016","830"
"Lo So Shing Beach","28/04/2016","90"
"Tai Po Lung Mei Beach","28/04/2016","329"
"Hung Shing Yeh Beach","28/04/2016","10"
"Ma Wan Tung Wan Beach","03/05/2016","10"
"Castle Peak Beach","03/05/2016","19"
"Golden Beach","03/05/2016","11"
"Cafeteria Old Beach","03/05/2016","22"
"Tong Fuk Beach","03/05/2016","5"
"Pui O Beach","03/05/2016","31"
"Lido Beach","03/05/2016","15"
"Gemini Beaches","03/05/2016","33"
"Upper Cheung Sha Beach","03/05/2016","3"
"Lower Cheung Sha Beach","03/05/2016","6"
"Silver Mine Bay Beach","03/05/2016","74"
"South Bay Beach","03/05/2016","3"
"Chung Hom Kok Beach","03/05/2016","1"
"Deep Water Bay Beach","03/05/2016","7"
"Ting Kau Beach","03/05/2016","51"
"Casam Beach","03/05/2016","12"
"Hoi Mei Wan Beach","03/05/2016","19"
"Anglers' Beach ","03/05/2016","20"
"Cafeteria New Beach","03/05/2016","11"
"Kadoorie Beach","03/05/2016","42"
"Butterfly Beach","03/05/2016","45"
"Middle Bay Beach","03/05/2016","10"
"St. Stephen's Beach","03/05/2016","4"
"Approach Beach","03/05/2016","87"
"Repulse Bay Beach","03/05/2016","5"
"Shek O Beach","04/05/2016","7"
"Kiu Tsui (New)","04/05/2016","73"
"Clear Water Bay First Beach","04/05/2016","77"
"Big Wave Bay Beach","04/05/2016","90"
"Kwun Yam Beach","04/05/2016","68"
"Trio Beach ","04/05/2016","480"
"Stanley Main Beach","04/05/2016","5"
"Silverstrand Beach","04/05/2016","150"
"Clear Water Bay Second Beach","04/05/2016","64"
"Turtle Cove Beach","04/05/2016","60"
"Hairpin Beach","04/05/2016","1"
"Cheung Chau Tung Wan Beach ","04/05/2016","24"
"Hap Mun Bay Beach","04/05/2016","35"
"Kiu Tsui Beach","04/05/2016","48"
"Rocky Bay Beach","04/05/2016","1000"
"Hung Shing Yeh Beach","05/05/2016","10"
"Lo So Shing Beach","05/05/2016","2"
"Discovery Bay","05/05/2016","81"
"Tai Po Lung Mei Beach","06/05/2016","12"
"Kwun Yam Beach","09/05/2016","12"
"Clear Water Bay First Beach","09/05/2016","210"
"Kiu Tsui (New)","09/05/2016","27"
"Clear Water Bay Second Beach","09/05/2016","65"
"Cheung Chau Tung Wan Beach ","09/05/2016","10"
"Trio Beach ","09/05/2016","1"
"Kiu Tsui Beach","09/05/2016","1"
"Silverstrand Beach","09/05/2016","8"
"Hap Mun Bay Beach","09/05/2016","33"
"Lower Cheung Sha Beach","10/05/2016","2100"
"South Bay Beach","10/05/2016","1"
"Hairpin Beach","10/05/2016","830"
"Big Wave Bay Beach","10/05/2016","130"
"Upper Cheung Sha Beach","10/05/2016","5"
"Pui O Beach","10/05/2016","324"
"Repulse Bay Beach","10/05/2016","8"
"St. Stephen's Beach","10/05/2016","20"
"Chung Hom Kok Beach","10/05/2016","14"
"Deep Water Bay Beach","10/05/2016","71"
"Shek O Beach","10/05/2016","58"
"Stanley Main Beach","10/05/2016","669"
"Turtle Cove Beach","10/05/2016","890"
"Silver Mine Bay Beach","10/05/2016","790"
"Rocky Bay Beach","10/05/2016","90"
"Middle Bay Beach","10/05/2016","31"
"Tong Fuk Beach","10/05/2016","5"
"Anglers' Beach ","11/05/2016","192"
"Ma Wan Tung Wan Beach","11/05/2016","54"
"Lido Beach","11/05/2016","74"
"Hoi Mei Wan Beach","11/05/2016","59"
"Lower Cheung Sha Beach","11/05/2016","950"
"Golden Beach","11/05/2016","490"
"Cafeteria New Beach","11/05/2016","400"
"Cafeteria Old Beach","11/05/2016","480"
"Castle Peak Beach","11/05/2016","220"
"Butterfly Beach","11/05/2016","310"
"Approach Beach","11/05/2016","329"
"Ting Kau Beach","11/05/2016","226"
"Casam Beach","11/05/2016","100"
"Gemini Beaches","11/05/2016","280"
"Kadoorie Beach","11/05/2016","330"
"Tai Po Lung Mei Beach","12/05/2016","410"
"Discovery Bay","12/05/2016","25"
"Lo So Shing Beach","12/05/2016","5"
"Hung Shing Yeh Beach","12/05/2016","4"
"Stanley Main Beach","16/05/2016","1"
"Golden Beach","16/05/2016","47"
"Lo So Shing Beach","16/05/2016","1"
"Shek O Beach","16/05/2016","1"
"Turtle Cove Beach","16/05/2016","1"
"Hairpin Beach","16/05/2016","1"
"Rocky Bay Beach","16/05/2016","2"
"Cafeteria Old Beach","16/05/2016","97"
"Kadoorie Beach","16/05/2016","17"
"Castle Peak Beach","16/05/2016","80"
"Butterfly Beach","16/05/2016","20"
"Ma Wan Tung Wan Beach","16/05/2016","3"
"Big Wave Bay Beach","16/05/2016","2"
"Cafeteria New Beach","16/05/2016","39"
"Hoi Mei Wan Beach","17/05/2016","160"
"Pui O Beach","17/05/2016","9"
"Lower Cheung Sha Beach","17/05/2016","26"
"Lido Beach","17/05/2016","59"
"Upper Cheung Sha Beach","17/05/2016","18"
"Hung Shing Yeh Beach","17/05/2016","2"
"Gemini Beaches","17/05/2016","78"
"Silver Mine Bay Beach","17/05/2016","860"
"Approach Beach","17/05/2016","200"
"Ting Kau Beach","17/05/2016","145"
"Casam Beach","17/05/2016","87"
"Anglers' Beach ","17/05/2016","209"
"Tong Fuk Beach","17/05/2016","16"
"Middle Bay Beach","18/05/2016","1"
"Kiu Tsui (New)","18/05/2016","1"
"Silverstrand Beach","18/05/2016","26"
"Clear Water Bay First Beach","18/05/2016","22"
"Hap Mun Bay Beach","18/05/2016","17"
"Kiu Tsui Beach","18/05/2016","2"
"Trio Beach ","18/05/2016","7"
"South Bay Beach","18/05/2016","1"
"St. Stephen's Beach","18/05/2016","1"
"Chung Hom Kok Beach","18/05/2016","1"
"Deep Water Bay Beach","18/05/2016","2"
"Clear Water Bay Second Beach","18/05/2016","13"
"Repulse Bay Beach","18/05/2016","23"
"Kwun Yam Beach","19/05/2016","1"
"Discovery Bay","19/05/2016","19"
"Cheung Chau Tung Wan Beach ","19/05/2016","12"
"Tai Po Lung Mei Beach","20/05/2016","476"
"Ma Wan Tung Wan Beach","22/05/2016","71"
"Golden Beach","22/05/2016","340"
"Cafeteria New Beach","22/05/2016","210"
"Hung Shing Yeh Beach","22/05/2016","1"
"Castle Peak Beach","22/05/2016","190"
"Butterfly Beach","22/05/2016","150"
"Cafeteria Old Beach","22/05/2016","240"
"Kadoorie Beach","22/05/2016","290"
"Silverstrand Beach","23/05/2016","21"
"Clear Water Bay Second Beach","23/05/2016","22"
"Lo So Shing Beach","23/05/2016","6"
"Trio Beach ","23/05/2016","450"
"Clear Water Bay First Beach","23/05/2016","30"
"Hap Mun Bay Beach","23/05/2016","1"
"Kiu Tsui (New)","23/05/2016","28"
"Kiu Tsui Beach","23/05/2016","3"
"Cheung Chau Tung Wan Beach ","24/05/2016","3"
"Lido Beach","24/05/2016","50"
"Ting Kau Beach","24/05/2016","54"
