"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Trio Beach ","15/01/2013","1"
"Hap Mun Bay Beach","15/01/2013","4"
"Golden Beach","15/01/2013","1"
"Kiu Tsui (New)","15/01/2013","1"
"Silver Mine Bay Beach","17/01/2013","2"
"Tong Fuk Beach","17/01/2013","1"
"Lower Cheung Sha Beach","17/01/2013","3"
"Pui O Beach","17/01/2013","28"
"Deep Water Bay Beach","21/01/2013","1"
"Golden Beach","21/01/2013","9"
"Tai Po Lung Mei Beach","22/01/2013","191"
"Silverstrand Beach","23/01/2013","13"
"Clear Water Bay Second Beach","23/01/2013","3"
"Big Wave Bay Beach","28/01/2013","4"
"Middle Bay Beach","28/01/2013","12"
"Repulse Bay Beach","28/01/2013","3"
"Stanley Main Beach","28/01/2013","10"
"Tai Po Lung Mei Beach","28/01/2013","39"
"Golden Beach","29/01/2013","29"
"Deep Water Bay Beach","29/01/2013","15"
"Clear Water Bay Second Beach","30/01/2013","3"
"Silverstrand Beach","30/01/2013","38"
"Tong Fuk Beach","01/02/2013","1"
"Silver Mine Bay Beach","01/02/2013","1"
"Lower Cheung Sha Beach","01/02/2013","1"
"Pui O Beach","01/02/2013","4"
"Big Wave Bay Beach","04/02/2013","8"
"Rocky Bay Beach","04/02/2013","1"
"Shek O Beach","04/02/2013","1"
"Turtle Cove Beach","04/02/2013","1"
"Repulse Bay Beach","04/02/2013","6"
"Deep Water Bay Beach","04/02/2013","8"
"Middle Bay Beach","04/02/2013","2"
"Hairpin Beach","04/02/2013","2"
"St. Stephen's Beach","04/02/2013","1"
"South Bay Beach","04/02/2013","1"
"Stanley Main Beach","04/02/2013","20"
"Chung Hom Kok Beach","04/02/2013","24"
"Clear Water Bay Second Beach","05/02/2013","1"
"Silverstrand Beach","05/02/2013","8"
"Kiu Tsui Beach","05/02/2013","1"
"Trio Beach ","05/02/2013","1"
"Hap Mun Bay Beach","05/02/2013","53"
"Clear Water Bay First Beach","05/02/2013","1"
"Kiu Tsui (New)","05/02/2013","1"
"Kadoorie Beach","06/02/2013","51"
"Cafeteria New Beach","06/02/2013","43"
"Butterfly Beach","06/02/2013","110"
"Castle Peak Beach","06/02/2013","200"
"Cafeteria Old Beach","06/02/2013","80"
"Golden Beach","06/02/2013","58"
"Ma Wan Tung Wan Beach","06/02/2013","560"
"Tai Po Lung Mei Beach","06/02/2013","217"
"Lo So Shing Beach","07/02/2013","1"
"Hung Shing Yeh Beach","07/02/2013","1"
"Hoi Mei Wan Beach","08/02/2013","960"
"Ting Kau Beach","08/02/2013","101"
"Casam Beach","08/02/2013","1400"
"Approach Beach","08/02/2013","450"
"Gemini Beaches","08/02/2013","5500"
"Anglers' Beach ","08/02/2013","6306"
"Lido Beach","08/02/2013","6100"
"Tai Po Lung Mei Beach","14/02/2013","12"
"Deep Water Bay Beach","18/02/2013","1"
"Middle Bay Beach","18/02/2013","6"
"Repulse Bay Beach","18/02/2013","7"
"Big Wave Bay Beach","18/02/2013","1"
"Stanley Main Beach","18/02/2013","2"
"Clear Water Bay Second Beach","19/02/2013","1"
"Silverstrand Beach","19/02/2013","10"
"Golden Beach","20/02/2013","52"
"Cheung Chau Tung Wan Beach ","21/02/2013","36"
"Kwun Yam Beach","21/02/2013","5"
"Tai Po Lung Mei Beach","21/02/2013","1297"
"Discovery Bay","22/02/2013","13"
"Golden Beach","25/02/2013","28"
"Stanley Main Beach","26/02/2013","1"
"Tai Po Lung Mei Beach","26/02/2013","205"
"Big Wave Bay Beach","26/02/2013","170"
"Repulse Bay Beach","26/02/2013","1"
"Middle Bay Beach","26/02/2013","1"
"Deep Water Bay Beach","26/02/2013","3"
"Clear Water Bay Second Beach","27/02/2013","1"
"Silverstrand Beach","27/02/2013","1"
"Kwun Yam Beach","01/03/2013","1"
"Cheung Chau Tung Wan Beach ","01/03/2013","1"
"Discovery Bay","01/03/2013","330"
"Lido Beach","04/03/2013","7"
"Gemini Beaches","04/03/2013","47"
"Big Wave Bay Beach","04/03/2013","1"
"Shek O Beach","04/03/2013","1"
"Hairpin Beach","04/03/2013","190"
"Approach Beach","04/03/2013","6"
"Ting Kau Beach","04/03/2013","5"
"Turtle Cove Beach","04/03/2013","3"
"Rocky Bay Beach","04/03/2013","1"
"Anglers' Beach ","04/03/2013","46"
"Hoi Mei Wan Beach","04/03/2013","7"
"Casam Beach","04/03/2013","18"
"Stanley Main Beach","04/03/2013","17"
"Cafeteria New Beach","05/03/2013","7"
"Deep Water Bay Beach","05/03/2013","1"
"Butterfly Beach","05/03/2013","23"
"Kadoorie Beach","05/03/2013","4"
"Pui O Beach","05/03/2013","1"
"Golden Beach","05/03/2013","1"
"Tong Fuk Beach","05/03/2013","1"
"Castle Peak Beach","05/03/2013","1"
"Cafeteria Old Beach","05/03/2013","7"
"Ma Wan Tung Wan Beach","05/03/2013","1"
"Middle Bay Beach","05/03/2013","1"
"Chung Hom Kok Beach","05/03/2013","1"
"St. Stephen's Beach","05/03/2013","8"
"Lower Cheung Sha Beach","05/03/2013","1"
"Silver Mine Bay Beach","05/03/2013","1"
"Repulse Bay Beach","05/03/2013","1"
"South Bay Beach","05/03/2013","1"
"Silverstrand Beach","06/03/2013","1"
"Kiu Tsui (New)","06/03/2013","1"
"Hap Mun Bay Beach","06/03/2013","1"
"Kiu Tsui Beach","06/03/2013","1"
"Clear Water Bay First Beach","06/03/2013","1"
"Trio Beach ","06/03/2013","1"
"Clear Water Bay Second Beach","06/03/2013","1"
"Lo So Shing Beach","07/03/2013","3"
"Tai Po Lung Mei Beach","07/03/2013","5"
"Hung Shing Yeh Beach","07/03/2013","1"
"Kwun Yam Beach","08/03/2013","4"
"Discovery Bay","08/03/2013","1"
"Cheung Chau Tung Wan Beach ","08/03/2013","1"
"Gemini Beaches","11/03/2013","800"
"Hoi Mei Wan Beach","11/03/2013","100"
"Ma Wan Tung Wan Beach","11/03/2013","120"
"Casam Beach","11/03/2013","80"
"Kadoorie Beach","11/03/2013","15"
"Butterfly Beach","11/03/2013","1"
"Golden Beach","11/03/2013","27"
"Approach Beach","11/03/2013","141"
"Lido Beach","11/03/2013","350"
"Ting Kau Beach","11/03/2013","56"
"Cafeteria New Beach","11/03/2013","48"
"Cafeteria Old Beach","11/03/2013","32"
"Castle Peak Beach","11/03/2013","35"
"Anglers' Beach ","11/03/2013","2035"
"St. Stephen's Beach","12/03/2013","1"
"Silver Mine Bay Beach","12/03/2013","5"
"Middle Bay Beach","12/03/2013","210"
"Deep Water Bay Beach","12/03/2013","1"
"Tai Po Lung Mei Beach","12/03/2013","20"
"Chung Hom Kok Beach","12/03/2013","1"
"Lower Cheung Sha Beach","12/03/2013","13"
"Pui O Beach","12/03/2013","2"
"Repulse Bay Beach","12/03/2013","1"
"South Bay Beach","12/03/2013","7"
"Tong Fuk Beach","12/03/2013","1"
"Silverstrand Beach","13/03/2013","12"
"Kiu Tsui (New)","13/03/2013","1"
"Clear Water Bay Second Beach","13/03/2013","1"
"Hairpin Beach","13/03/2013","3"
"Kiu Tsui Beach","13/03/2013","6"
"Hap Mun Bay Beach","13/03/2013","1"
"Stanley Main Beach","13/03/2013","18"
"Clear Water Bay First Beach","13/03/2013","1"
"Big Wave Bay Beach","13/03/2013","1"
"Rocky Bay Beach","13/03/2013","12"
"Shek O Beach","13/03/2013","5"
"Turtle Cove Beach","13/03/2013","1"
"Trio Beach ","13/03/2013","1"
"Lo So Shing Beach","14/03/2013","1"
"Cheung Chau Tung Wan Beach ","14/03/2013","20"
"Kwun Yam Beach","14/03/2013","1"
"Hung Shing Yeh Beach","15/03/2013","1"
"Discovery Bay","15/03/2013","23"
"Lo So Shing Beach","18/03/2013","110"
"Butterfly Beach","18/03/2013","50"
"Casam Beach","18/03/2013","340"
"Gemini Beaches","18/03/2013","4100"
"Tai Po Lung Mei Beach","18/03/2013","65"
"Lido Beach","18/03/2013","130"
"Golden Beach","18/03/2013","6"
"Cafeteria Old Beach","18/03/2013","17"
"Castle Peak Beach","18/03/2013","9"
"Ma Wan Tung Wan Beach","18/03/2013","1800"
"Approach Beach","18/03/2013","578"
"Ting Kau Beach","18/03/2013","388"
"Hoi Mei Wan Beach","18/03/2013","800"
"Cafeteria New Beach","18/03/2013","820"
"Kadoorie Beach","18/03/2013","10"
"Anglers' Beach ","18/03/2013","2998"
"Big Wave Bay Beach","19/03/2013","34"
"Shek O Beach","19/03/2013","5"
"Hairpin Beach","19/03/2013","1"
"Lower Cheung Sha Beach","19/03/2013","4"
"Hung Shing Yeh Beach","19/03/2013","3"
"Stanley Main Beach","19/03/2013","9"
"Pui O Beach","19/03/2013","227"
"Silver Mine Bay Beach","19/03/2013","6"
"Rocky Bay Beach","19/03/2013","35"
"Turtle Cove Beach","19/03/2013","2"
"Tong Fuk Beach","19/03/2013","26"
"South Bay Beach","20/03/2013","2"
"Clear Water Bay First Beach","20/03/2013","220"
"Hap Mun Bay Beach","20/03/2013","100"
"Trio Beach ","20/03/2013","37"
"Ma Wan Tung Wan Beach","20/03/2013","13"
"Lido Beach","20/03/2013","74"
"Hoi Mei Wan Beach","20/03/2013","53"
"Middle Bay Beach","20/03/2013","23"
"Chung Hom Kok Beach","20/03/2013","12"
"Clear Water Bay Second Beach","20/03/2013","130"
"Approach Beach","20/03/2013","39"
"Ting Kau Beach","20/03/2013","151"
"Casam Beach","20/03/2013","29"
"Gemini Beaches","20/03/2013","490"
"Anglers' Beach ","20/03/2013","55"
"Deep Water Bay Beach","20/03/2013","79"
"Repulse Bay Beach","20/03/2013","98"
"St. Stephen's Beach","20/03/2013","15"
"Kiu Tsui Beach","20/03/2013","1"
"Kiu Tsui (New)","20/03/2013","48"
"Silverstrand Beach","20/03/2013","82"
"Discovery Bay","21/03/2013","29"
"Lo So Shing Beach","21/03/2013","4"
"Cheung Chau Tung Wan Beach ","22/03/2013","2"
"Kwun Yam Beach","22/03/2013","4"
"Hung Shing Yeh Beach","22/03/2013","1"
"Approach Beach","25/03/2013","99"
"Silver Mine Bay Beach","25/03/2013","48"
"Tong Fuk Beach","25/03/2013","1"
"Rocky Bay Beach","25/03/2013","140"
"Cafeteria New Beach","25/03/2013","100"
"Stanley Main Beach","25/03/2013","173"
"Castle Peak Beach","25/03/2013","71"
"Golden Beach","25/03/2013","80"
"Big Wave Bay Beach","25/03/2013","33"
"Anglers' Beach ","25/03/2013","170"
"Casam Beach","25/03/2013","100"
"Hoi Mei Wan Beach","25/03/2013","34"
"Ma Wan Tung Wan Beach","25/03/2013","51"
"Butterfly Beach","25/03/2013","24"
"Cafeteria Old Beach","25/03/2013","55"
"Kadoorie Beach","25/03/2013","46"
"Hairpin Beach","25/03/2013","13"
"Shek O Beach","25/03/2013","52"
"Lower Cheung Sha Beach","25/03/2013","20"
"Ting Kau Beach","25/03/2013","30"
"Turtle Cove Beach","25/03/2013","1"
"Gemini Beaches","25/03/2013","240"
"Lido Beach","25/03/2013","180"
"Pui O Beach","25/03/2013","16"
"South Bay Beach","26/03/2013","1"
"Chung Hom Kok Beach","26/03/2013","25"
"Clear Water Bay First Beach","26/03/2013","83"
"Silverstrand Beach","26/03/2013","140"
"Repulse Bay Beach","26/03/2013","2"
"Discovery Bay","26/03/2013","11"
"Clear Water Bay Second Beach","26/03/2013","200"
"Middle Bay Beach","26/03/2013","40"
"St. Stephen's Beach","26/03/2013","22"
"Deep Water Bay Beach","26/03/2013","5"
"Hap Mun Bay Beach","26/03/2013","2"
"Kiu Tsui Beach","26/03/2013","1"
"Kiu Tsui (New)","26/03/2013","6"
"Trio Beach ","26/03/2013","27"
"Cheung Chau Tung Wan Beach ","27/03/2013","12"
"Tai Po Lung Mei Beach","27/03/2013","218"
"Lo So Shing Beach","27/03/2013","4"
"Hung Shing Yeh Beach","27/03/2013","1"
"Kwun Yam Beach","27/03/2013","12"
"Pui O Beach","02/04/2013","759"
"Kadoorie Beach","02/04/2013","68"
"Gemini Beaches","02/04/2013","160"
"Turtle Cove Beach","02/04/2013","4"
"Butterfly Beach","02/04/2013","280"
"St. Stephen's Beach","02/04/2013","90"
"Shek O Beach","02/04/2013","23"
"Cafeteria Old Beach","02/04/2013","91"
"Castle Peak Beach","02/04/2013","95"
"Anglers' Beach ","02/04/2013","110"
"Cafeteria New Beach","02/04/2013","220"
"Ting Kau Beach","02/04/2013","74"
"Upper Cheung Sha Beach","02/04/2013","23"
"Rocky Bay Beach","02/04/2013","18"
"Casam Beach","02/04/2013","98"
"Repulse Bay Beach","02/04/2013","28"
"Hoi Mei Wan Beach","02/04/2013","40"
"Tong Fuk Beach","02/04/2013","5"
"Lower Cheung Sha Beach","02/04/2013","30"
"Silver Mine Bay Beach","02/04/2013","550"
"Middle Bay Beach","02/04/2013","690"
"South Bay Beach","02/04/2013","6"
"Chung Hom Kok Beach","02/04/2013","11"
"Deep Water Bay Beach","02/04/2013","25"
"Big Wave Bay Beach","02/04/2013","7"
"Hairpin Beach","02/04/2013","210"
"Stanley Main Beach","02/04/2013","1409"
"Ma Wan Tung Wan Beach","02/04/2013","30"
"Approach Beach","02/04/2013","428"
"Lido Beach","02/04/2013","52"
"Golden Beach","02/04/2013","200"
"Tai Po Lung Mei Beach","03/04/2013","831"
"Hap Mun Bay Beach","08/04/2013","100"
"Upper Cheung Sha Beach","08/04/2013","24"
"Trio Beach ","08/04/2013","24"
"Silverstrand Beach","08/04/2013","50"
"Clear Water Bay Second Beach","08/04/2013","30"
"Tong Fuk Beach","08/04/2013","20"
"Pui O Beach","08/04/2013","135"
"Discovery Bay","08/04/2013","160"
"Lower Cheung Sha Beach","08/04/2013","17"
"Silver Mine Bay Beach","08/04/2013","200"
"Kiu Tsui Beach","08/04/2013","280"
"Kiu Tsui (New)","08/04/2013","180"
"Clear Water Bay First Beach","08/04/2013","28"
"Cheung Chau Tung Wan Beach ","09/04/2013","4400"
"South Bay Beach","09/04/2013","6"
"Lo So Shing Beach","09/04/2013","5"
"Kwun Yam Beach","09/04/2013","20000"
"Chung Hom Kok Beach","09/04/2013","8"
"Middle Bay Beach","09/04/2013","57"
"Hung Shing Yeh Beach","09/04/2013","4"
"St. Stephen's Beach","09/04/2013","4"
"Deep Water Bay Beach","09/04/2013","470"
"Repulse Bay Beach","09/04/2013","10"
"Cafeteria Old Beach","10/04/2013","380"
"Butterfly Beach","10/04/2013","240"
"Castle Peak Beach","10/04/2013","800"
"Anglers' Beach ","10/04/2013","153"
"Approach Beach","10/04/2013","155"
"Casam Beach","10/04/2013","65"
"Gemini Beaches","10/04/2013","59"
"Kadoorie Beach","10/04/2013","330"
"Hairpin Beach","10/04/2013","58"
"Ting Kau Beach","10/04/2013","140"
"Kwun Yam Beach","10/04/2013","290"
"Big Wave Bay Beach","10/04/2013","80"
"Rocky Bay Beach","10/04/2013","140"
"Shek O Beach","10/04/2013","17"
"Turtle Cove Beach","10/04/2013","60"
"Stanley Main Beach","10/04/2013","139"
"Ma Wan Tung Wan Beach","10/04/2013","110"
"Lido Beach","10/04/2013","90"
"Hoi Mei Wan Beach","10/04/2013","320"
"Golden Beach","10/04/2013","370"
"Cafeteria New Beach","10/04/2013","370"
"Cheung Chau Tung Wan Beach ","10/04/2013","37"
"Tai Po Lung Mei Beach","11/04/2013","276"
"Hung Shing Yeh Beach","13/04/2013","2"
"St. Stephen's Beach","13/04/2013","1"
"Chung Hom Kok Beach","13/04/2013","4"
"Middle Bay Beach","13/04/2013","4"
"South Bay Beach","13/04/2013","4"
"Deep Water Bay Beach","13/04/2013","97"
"Repulse Bay Beach","13/04/2013","4"
"Lo So Shing Beach","14/04/2013","1"
"Turtle Cove Beach","14/04/2013","33"
"Stanley Main Beach","14/04/2013","3"
"Hairpin Beach","14/04/2013","4"
"Big Wave Bay Beach","14/04/2013","24"
"Shek O Beach","14/04/2013","44"
"Rocky Bay Beach","14/04/2013","55"
"Clear Water Bay First Beach","15/04/2013","19"
"Hap Mun Bay Beach","15/04/2013","1"
"Kiu Tsui Beach","15/04/2013","1"
"Silverstrand Beach","15/04/2013","3"
"Kiu Tsui (New)","15/04/2013","3"
"Trio Beach ","15/04/2013","1"
"Clear Water Bay Second Beach","15/04/2013","2"
"Butterfly Beach","16/04/2013","70"
"Ma Wan Tung Wan Beach","16/04/2013","150"
"Gemini Beaches","16/04/2013","95"
"Ting Kau Beach","16/04/2013","83"
"Approach Beach","16/04/2013","223"
"Casam Beach","16/04/2013","43"
"Hoi Mei Wan Beach","16/04/2013","90"
"Cafeteria New Beach","16/04/2013","90"
"Kadoorie Beach","16/04/2013","110"
"Golden Beach","16/04/2013","80"
"Anglers' Beach ","16/04/2013","65"
"Discovery Bay","16/04/2013","16"
"Cafeteria Old Beach","16/04/2013","97"
"Castle Peak Beach","16/04/2013","860"
"Lido Beach","16/04/2013","43"
"Tong Fuk Beach","17/04/2013","4"
"Lower Cheung Sha Beach","17/04/2013","16"
"Upper Cheung Sha Beach","17/04/2013","15"
"Kwun Yam Beach","17/04/2013","1"
"Silver Mine Bay Beach","17/04/2013","19"
"Cheung Chau Tung Wan Beach ","17/04/2013","2"
"Pui O Beach","17/04/2013","155"
"Tai Po Lung Mei Beach","18/04/2013","514"
"Chung Hom Kok Beach","22/04/2013","7"
"Hairpin Beach","22/04/2013","110"
"South Bay Beach","22/04/2013","7"
"Stanley Main Beach","22/04/2013","812"
"Hung Shing Yeh Beach","22/04/2013","15"
"Big Wave Bay Beach","22/04/2013","22"
"Middle Bay Beach","22/04/2013","16"
"Repulse Bay Beach","22/04/2013","16"
"Rocky Bay Beach","22/04/2013","190"
"Shek O Beach","22/04/2013","90"
"St. Stephen's Beach","22/04/2013","110"
"Turtle Cove Beach","22/04/2013","1"
"Deep Water Bay Beach","22/04/2013","2"
"Lido Beach","23/04/2013","17"
"Anglers' Beach ","23/04/2013","43"
"Approach Beach","23/04/2013","144"
"Gemini Beaches","23/04/2013","26"
"Ting Kau Beach","23/04/2013","106"
"Discovery Bay","23/04/2013","14"
"Lo So Shing Beach","23/04/2013","4"
"Ma Wan Tung Wan Beach","23/04/2013","10"
"Casam Beach","23/04/2013","40"
"Hoi Mei Wan Beach","23/04/2013","32"
"Cafeteria New Beach","23/04/2013","40"
"Cafeteria Old Beach","23/04/2013","20"
"Kadoorie Beach","23/04/2013","41"
"Castle Peak Beach","23/04/2013","48"
"Butterfly Beach","23/04/2013","42"
"Golden Beach","23/04/2013","35"
"Cheung Chau Tung Wan Beach ","24/04/2013","2"
"Lower Cheung Sha Beach","24/04/2013","4"
"Kwun Yam Beach","24/04/2013","9"
"Hap Mun Bay Beach","24/04/2013","44"
"Tong Fuk Beach","24/04/2013","1"
"Pui O Beach","24/04/2013","26"
"Clear Water Bay First Beach","24/04/2013","11"
"Kiu Tsui (New)","24/04/2013","1"
"Silverstrand Beach","24/04/2013","25"
"Clear Water Bay Second Beach","24/04/2013","1"
"Upper Cheung Sha Beach","24/04/2013","1"
"Kiu Tsui Beach","24/04/2013","1"
"Trio Beach ","24/04/2013","4"
"Silver Mine Bay Beach","24/04/2013","30"
"Tai Po Lung Mei Beach","25/04/2013","303"
"Pui O Beach","27/04/2013","273"
"Tong Fuk Beach","27/04/2013","46"
"Upper Cheung Sha Beach","27/04/2013","130"
"Silver Mine Bay Beach","27/04/2013","280"
"Lower Cheung Sha Beach","27/04/2013","380"
"Kiu Tsui Beach","28/04/2013","340"
"Silverstrand Beach","28/04/2013","150"
"Clear Water Bay First Beach","28/04/2013","250"
"Hap Mun Bay Beach","28/04/2013","31"
"Trio Beach ","28/04/2013","9"
"Clear Water Bay Second Beach","28/04/2013","23"
"Gemini Beaches","29/04/2013","190"
"Ma Wan Tung Wan Beach","29/04/2013","41"
"Cafeteria New Beach","29/04/2013","34"
"Cafeteria Old Beach","29/04/2013","24"
"Ting Kau Beach","29/04/2013","119"
"Big Wave Bay Beach","29/04/2013","96"
"Anglers' Beach ","29/04/2013","228"
"Stanley Main Beach","29/04/2013","119"
"Kadoorie Beach","29/04/2013","53"
"Butterfly Beach","29/04/2013","34"
"Hairpin Beach","29/04/2013","30"
"St. Stephen's Beach","29/04/2013","2000"
"Repulse Bay Beach","29/04/2013","11"
"South Bay Beach","29/04/2013","2"
"Kiu Tsui (New)","29/04/2013","163"
"Rocky Bay Beach","29/04/2013","44"
"Shek O Beach","29/04/2013","42"
"Turtle Cove Beach","29/04/2013","1"
"Approach Beach","29/04/2013","55"
"Lido Beach","29/04/2013","140"
"Hoi Mei Wan Beach","29/04/2013","370"
"Golden Beach","29/04/2013","61"
"Castle Peak Beach","29/04/2013","75"
"Casam Beach","29/04/2013","61"
"Chung Hom Kok Beach","29/04/2013","5"
"Deep Water Bay Beach","29/04/2013","5"
"Middle Bay Beach","29/04/2013","17"
"St. Stephen's Beach","30/04/2013","1"
"Tai Po Lung Mei Beach","02/05/2013","216"
"Lo So Shing Beach","02/05/2013","27000"
"Hung Shing Yeh Beach","02/05/2013","3"
"Lo So Shing Beach","04/05/2013","1"
"Anglers' Beach ","06/05/2013","39"
"Cafeteria Old Beach","06/05/2013","15"
"Cafeteria New Beach","06/05/2013","38"
"Kadoorie Beach","06/05/2013","100"
"Butterfly Beach","06/05/2013","59"
"Casam Beach","06/05/2013","23"
"Golden Beach","06/05/2013","49"
"Cheung Chau Tung Wan Beach ","06/05/2013","20"
"Discovery Bay","06/05/2013","11"
"Ma Wan Tung Wan Beach","06/05/2013","27"
"Approach Beach","06/05/2013","51"
"Lido Beach","06/05/2013","22"
"Kwun Yam Beach","06/05/2013","9"
"Ting Kau Beach","06/05/2013","54"
"Hoi Mei Wan Beach","06/05/2013","60"
"Castle Peak Beach","06/05/2013","31"
"Gemini Beaches","06/05/2013","50"
"Tong Fuk Beach","07/05/2013","24"
"Lower Cheung Sha Beach","07/05/2013","2"
"Pui O Beach","07/05/2013","9"
"Kiu Tsui Beach","07/05/2013","99"
"Trio Beach ","07/05/2013","29"
"Clear Water Bay First Beach","07/05/2013","5"
"Upper Cheung Sha Beach","07/05/2013","2"
"Silver Mine Bay Beach","07/05/2013","7"
"Hap Mun Bay Beach","07/05/2013","1"
"Kiu Tsui (New)","07/05/2013","1"
"Silverstrand Beach","07/05/2013","150"
"Clear Water Bay Second Beach","07/05/2013","33"
"Big Wave Bay Beach","08/05/2013","37"
"Repulse Bay Beach","08/05/2013","3"
"Middle Bay Beach","08/05/2013","10"
"St. Stephen's Beach","08/05/2013","7"
"Chung Hom Kok Beach","08/05/2013","4"
"Deep Water Bay Beach","08/05/2013","1"
"Turtle Cove Beach","08/05/2013","2"
"Shek O Beach","08/05/2013","51"
"Hairpin Beach","08/05/2013","12"
"South Bay Beach","08/05/2013","6"
"Stanley Main Beach","08/05/2013","38"
"Lo So Shing Beach","08/05/2013","1"
"Rocky Bay Beach","08/05/2013","14"
"Tai Po Lung Mei Beach","09/05/2013","419"
"Discovery Bay","11/05/2013","49"
"Golden Beach","11/05/2013","180"
"Kadoorie Beach","11/05/2013","350"
"Castle Peak Beach","11/05/2013","160"
"Cafeteria New Beach","11/05/2013","93"
"Cafeteria Old Beach","11/05/2013","26"
"Ma Wan Tung Wan Beach","11/05/2013","8"
"Butterfly Beach","11/05/2013","700"
"Hung Shing Yeh Beach","12/05/2013","9"
"Anglers' Beach ","12/05/2013","455"
"Gemini Beaches","12/05/2013","270"
"Hoi Mei Wan Beach","12/05/2013","140"
"Lido Beach","12/05/2013","94"
"Casam Beach","12/05/2013","220"
"Approach Beach","12/05/2013","92"
"Ting Kau Beach","12/05/2013","87"
"Upper Cheung Sha Beach","13/05/2013","4"
"Pui O Beach","13/05/2013","57"
"Kiu Tsui Beach","13/05/2013","290"
"Trio Beach ","13/05/2013","530"
"Hap Mun Bay Beach","13/05/2013","1"
"Clear Water Bay First Beach","13/05/2013","73"
"Silverstrand Beach","13/05/2013","65"
"Tong Fuk Beach","13/05/2013","1"
"Lower Cheung Sha Beach","13/05/2013","36"
"Silver Mine Bay Beach","13/05/2013","19"
"Clear Water Bay Second Beach","13/05/2013","17"
"Kiu Tsui (New)","13/05/2013","85"
"Cheung Chau Tung Wan Beach ","14/05/2013","22"
"Repulse Bay Beach","14/05/2013","34"
"South Bay Beach","14/05/2013","11"
"St. Stephen's Beach","14/05/2013","11"
"Chung Hom Kok Beach","14/05/2013","8"
"Big Wave Bay Beach","14/05/2013","410"
"Stanley Main Beach","14/05/2013","240"
"Turtle Cove Beach","14/05/2013","1"
"Deep Water Bay Beach","14/05/2013","12"
"Kwun Yam Beach","14/05/2013","20"
"Hairpin Beach","14/05/2013","64"
"Middle Bay Beach","14/05/2013","11"
"Shek O Beach","14/05/2013","25"
"Rocky Bay Beach","14/05/2013","110"
"Lo So Shing Beach","15/05/2013","3"
"Tai Po Lung Mei Beach","15/05/2013","1808"
"Lido Beach","20/05/2013","300"
"Gemini Beaches","20/05/2013","390"
"Ting Kau Beach","20/05/2013","102"
"Ma Wan Tung Wan Beach","20/05/2013","210"
"Golden Beach","20/05/2013","28"
"Approach Beach","20/05/2013","249"
"Hoi Mei Wan Beach","20/05/2013","200"
"Cafeteria New Beach","20/05/2013","43"
"Castle Peak Beach","20/05/2013","57"
"Butterfly Beach","20/05/2013","18"
"Kadoorie Beach","20/05/2013","90"
"Discovery Bay","20/05/2013","2"
"Cafeteria Old Beach","20/05/2013","90"
"Casam Beach","20/05/2013","160"
"Anglers' Beach ","20/05/2013","161"
"Tong Fuk Beach","21/05/2013","50"
"Upper Cheung Sha Beach","21/05/2013","6"
"Silverstrand Beach","21/05/2013","60"
"Clear Water Bay Second Beach","21/05/2013","160"
"Hap Mun Bay Beach","21/05/2013","25"
"Kiu Tsui (New)","21/05/2013","5"
"Pui O Beach","21/05/2013","102"
