"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Hung Shing Yeh Beach","21/01/2010","1"
"Turtle Cove Beach","21/01/2010","6"
"Shek O Beach","21/01/2010","24"
"Stanley Main Beach","21/01/2010","4"
"Anglers' Beach ","23/01/2010","88"
"Approach Beach","23/01/2010","154"
"Casam Beach","23/01/2010","98"
"Gemini Beaches","23/01/2010","100"
"Ting Kau Beach","23/01/2010","100"
"Hoi Mei Wan Beach","23/01/2010","53"
"Lido Beach","23/01/2010","130"
"Clear Water Bay Second Beach","25/01/2010","1"
"Silverstrand Beach","25/01/2010","60"
"Butterfly Beach","26/01/2010","20"
"Castle Peak Beach","26/01/2010","140"
"Golden Beach","26/01/2010","16"
"Kadoorie Beach","26/01/2010","22"
"Cafeteria New Beach","26/01/2010","9"
"Cafeteria Old Beach","26/01/2010","18"
"Lo So Shing Beach","27/01/2010","5"
"St. Stephen's Beach","27/01/2010","4"
"South Bay Beach","27/01/2010","4"
"Repulse Bay Beach","27/01/2010","2"
"Middle Bay Beach","27/01/2010","1"
"Deep Water Bay Beach","27/01/2010","4"
"Chung Hom Kok Beach","27/01/2010","34"
"Ting Kau Beach","28/01/2010","69"
"Lido Beach","28/01/2010","42"
"Hoi Mei Wan Beach","28/01/2010","31"
"Gemini Beaches","28/01/2010","24"
"Casam Beach","28/01/2010","18"
"Approach Beach","28/01/2010","170"
"Ma Wan Tung Wan Beach","28/01/2010","32"
"Anglers' Beach ","28/01/2010","37"
"Chung Hom Kok Beach","01/02/2010","16"
"Deep Water Bay Beach","01/02/2010","2"
"St. Stephen's Beach","01/02/2010","3"
"Repulse Bay Beach","01/02/2010","2"
"South Bay Beach","01/02/2010","3"
"Middle Bay Beach","01/02/2010","1"
"Big Wave Bay Beach","02/02/2010","130"
"Hairpin Beach","02/02/2010","4"
"Turtle Cove Beach","02/02/2010","1"
"Stanley Main Beach","02/02/2010","5"
"Shek O Beach","02/02/2010","205"
"Rocky Bay Beach","02/02/2010","140"
"Castle Peak Beach","03/02/2010","17"
"Golden Beach","03/02/2010","12"
"Clear Water Bay Second Beach","03/02/2010","2"
"Cafeteria Old Beach","03/02/2010","6"
"Butterfly Beach","03/02/2010","4"
"Kadoorie Beach","03/02/2010","15"
"Cafeteria New Beach","03/02/2010","7"
"Silverstrand Beach","03/02/2010","30"
"Tai Po Lung Mei Beach","04/02/2010","3577"
"Anglers' Beach ","05/02/2010","61"
"Approach Beach","05/02/2010","738"
"Casam Beach","05/02/2010","17"
"Ma Wan Tung Wan Beach","05/02/2010","51"
"Hoi Mei Wan Beach","05/02/2010","630"
"Lido Beach","05/02/2010","16"
"Ting Kau Beach","05/02/2010","64"
"Gemini Beaches","05/02/2010","150"
"Kwun Yam Beach","08/02/2010","22"
"Cheung Chau Tung Wan Beach ","08/02/2010","35"
"Anglers' Beach ","08/02/2010","169"
"Approach Beach","08/02/2010","676"
"Ma Wan Tung Wan Beach","08/02/2010","14"
"Gemini Beaches","08/02/2010","100"
"Hoi Mei Wan Beach","08/02/2010","1700"
"Lido Beach","08/02/2010","430"
"Ting Kau Beach","08/02/2010","573"
"Casam Beach","08/02/2010","270"
"Clear Water Bay Second Beach","09/02/2010","16"
"Golden Beach","09/02/2010","130"
"Silverstrand Beach","09/02/2010","500"
"Deep Water Bay Beach","10/02/2010","6"
"Middle Bay Beach","10/02/2010","4"
"Hung Shing Yeh Beach","10/02/2010","4"
"Big Wave Bay Beach","10/02/2010","1500"
"Repulse Bay Beach","10/02/2010","3"
"Deep Water Bay Beach","17/02/2010","9"
"Middle Bay Beach","17/02/2010","6"
"Repulse Bay Beach","17/02/2010","5500"
"Golden Beach","17/02/2010","110"
"Stanley Main Beach","17/02/2010","7"
"Clear Water Bay Second Beach","17/02/2010","3"
"Silverstrand Beach","17/02/2010","39"
"Big Wave Bay Beach","17/02/2010","8"
"Lo So Shing Beach","18/02/2010","390"
"Anglers' Beach ","18/02/2010","770"
"Approach Beach","18/02/2010","3050"
"Casam Beach","18/02/2010","820"
"Ma Wan Tung Wan Beach","18/02/2010","1500"
"Hoi Mei Wan Beach","18/02/2010","950"
"Lido Beach","18/02/2010","970"
"Ting Kau Beach","18/02/2010","2160"
"Gemini Beaches","18/02/2010","850"
"Deep Water Bay Beach","22/02/2010","7"
"Middle Bay Beach","22/02/2010","1"
"Stanley Main Beach","22/02/2010","1"
"Big Wave Bay Beach","22/02/2010","22"
"Repulse Bay Beach","22/02/2010","7"
"Clear Water Bay First Beach","23/02/2010","2"
"Clear Water Bay Second Beach","23/02/2010","4"
"Hap Mun Bay Beach","23/02/2010","1"
"Trio Beach ","23/02/2010","1"
"Kiu Tsui (New)","23/02/2010","2"
"Silverstrand Beach","23/02/2010","1"
"Kiu Tsui Beach","23/02/2010","1"
"Golden Beach","24/02/2010","20"
"Discovery Bay","24/02/2010","12"
"Casam Beach","25/02/2010","7"
"Gemini Beaches","25/02/2010","18"
"Hoi Mei Wan Beach","25/02/2010","26"
"Lido Beach","25/02/2010","17"
"Ting Kau Beach","25/02/2010","156"
"Ma Wan Tung Wan Beach","25/02/2010","11"
"Stanley Main Beach","25/02/2010","2"
"Anglers' Beach ","25/02/2010","8"
"Approach Beach","25/02/2010","248"
"Lower Cheung Sha Beach","26/02/2010","15"
"Upper Cheung Sha Beach","26/02/2010","2"
"Tong Fuk Beach","26/02/2010","3"
"Silver Mine Bay Beach","26/02/2010","190"
"Pui O Beach","26/02/2010","79"
"Deep Water Bay Beach","01/03/2010","6"
"Middle Bay Beach","01/03/2010","1"
"Stanley Main Beach","01/03/2010","24"
"Big Wave Bay Beach","01/03/2010","58"
"Repulse Bay Beach","01/03/2010","16"
"Clear Water Bay First Beach","03/03/2010","4"
"Clear Water Bay Second Beach","03/03/2010","6"
"Golden Beach","03/03/2010","72"
"Tai Po Lung Mei Beach","03/03/2010","1264"
"Silverstrand Beach","03/03/2010","3"
"Kwun Yam Beach","04/03/2010","1"
"Cheung Chau Tung Wan Beach ","04/03/2010","14"
"Anglers' Beach ","04/03/2010","956"
"Approach Beach","04/03/2010","26"
"Ma Wan Tung Wan Beach","04/03/2010","4"
"Gemini Beaches","04/03/2010","730"
"Hoi Mei Wan Beach","04/03/2010","720"
"Lido Beach","04/03/2010","26"
"Ting Kau Beach","04/03/2010","21"
"Casam Beach","04/03/2010","28"
"Lower Cheung Sha Beach","05/03/2010","4"
"Upper Cheung Sha Beach","05/03/2010","1"
"Tong Fuk Beach","05/03/2010","1"
"Silver Mine Bay Beach","05/03/2010","15"
"Pui O Beach","05/03/2010","15"
"Chung Hom Kok Beach","08/03/2010","2"
"Deep Water Bay Beach","08/03/2010","3"
"Middle Bay Beach","08/03/2010","7"
"Repulse Bay Beach","08/03/2010","5"
"South Bay Beach","08/03/2010","1"
"St. Stephen's Beach","08/03/2010","2"
"Cafeteria Old Beach","08/03/2010","70"
"Butterfly Beach","08/03/2010","59"
"Castle Peak Beach","08/03/2010","65"
"Golden Beach","08/03/2010","95"
"Kadoorie Beach","08/03/2010","78"
"Cafeteria New Beach","08/03/2010","62"
"Lo So Shing Beach","08/03/2010","1"
"Clear Water Bay First Beach","09/03/2010","24"
"Clear Water Bay Second Beach","09/03/2010","2"
"Hap Mun Bay Beach","09/03/2010","1"
"Trio Beach ","09/03/2010","14"
"Kiu Tsui (New)","09/03/2010","1"
"Silverstrand Beach","09/03/2010","17"
"Kiu Tsui Beach","09/03/2010","1"
"Big Wave Bay Beach","10/03/2010","29"
"Hairpin Beach","10/03/2010","260"
"Rocky Bay Beach","10/03/2010","2800"
"Hung Shing Yeh Beach","10/03/2010","1"
"Shek O Beach","10/03/2010","1"
"Turtle Cove Beach","10/03/2010","230"
"Discovery Bay","10/03/2010","7"
"Stanley Main Beach","10/03/2010","5"
"Kwun Yam Beach","11/03/2010","1"
"Cheung Chau Tung Wan Beach ","11/03/2010","12"
"Anglers' Beach ","11/03/2010","33"
"Approach Beach","11/03/2010","27"
"Ma Wan Tung Wan Beach","11/03/2010","1"
"Gemini Beaches","11/03/2010","24"
"Hoi Mei Wan Beach","11/03/2010","21"
"Lido Beach","11/03/2010","4"
"Ting Kau Beach","11/03/2010","5"
"Casam Beach","11/03/2010","3"
"Upper Cheung Sha Beach","12/03/2010","1"
"Pui O Beach","12/03/2010","10"
"Lower Cheung Sha Beach","12/03/2010","4"
"Tong Fuk Beach","12/03/2010","4"
"Tai Po Lung Mei Beach","12/03/2010","73"
"Silver Mine Bay Beach","12/03/2010","1"
"Discovery Bay","15/03/2010","3"
"Silverstrand Beach","15/03/2010","140"
"Clear Water Bay Second Beach","15/03/2010","1"
"Clear Water Bay First Beach","15/03/2010","1"
"Chung Hom Kok Beach","16/03/2010","34"
"Deep Water Bay Beach","16/03/2010","2"
"Middle Bay Beach","16/03/2010","24"
"Lo So Shing Beach","16/03/2010","1"
"South Bay Beach","16/03/2010","1"
"St. Stephen's Beach","16/03/2010","1"
"Repulse Bay Beach","16/03/2010","4"
"Big Wave Bay Beach","17/03/2010","62"
"Cafeteria Old Beach","17/03/2010","93"
"Rocky Bay Beach","17/03/2010","91"
"Stanley Main Beach","17/03/2010","27"
"Shek O Beach","17/03/2010","41"
"Turtle Cove Beach","17/03/2010","8"
"Hung Shing Yeh Beach","17/03/2010","1"
"Hap Mun Bay Beach","17/03/2010","1"
"Kiu Tsui Beach","17/03/2010","85"
"Kiu Tsui (New)","17/03/2010","5"
"Trio Beach ","17/03/2010","3"
"Butterfly Beach","17/03/2010","53"
"Castle Peak Beach","17/03/2010","88"
"Golden Beach","17/03/2010","78"
"Kadoorie Beach","17/03/2010","37"
"Cafeteria New Beach","17/03/2010","91"
"Hairpin Beach","17/03/2010","7"
"Discovery Bay","18/03/2010","9"
"Anglers' Beach ","18/03/2010","42"
"Approach Beach","18/03/2010","48"
"Casam Beach","18/03/2010","16"
"Gemini Beaches","18/03/2010","41"
"Hoi Mei Wan Beach","18/03/2010","32"
"Lido Beach","18/03/2010","10"
"Ting Kau Beach","18/03/2010","52"
"Ma Wan Tung Wan Beach","18/03/2010","4"
"Lower Cheung Sha Beach","19/03/2010","7"
"Upper Cheung Sha Beach","19/03/2010","1"
"Kwun Yam Beach","19/03/2010","1"
"Tai Po Lung Mei Beach","19/03/2010","368"
"Silver Mine Bay Beach","19/03/2010","1"
"Tong Fuk Beach","19/03/2010","1"
"Cheung Chau Tung Wan Beach ","19/03/2010","1"
"Pui O Beach","19/03/2010","1"
"Chung Hom Kok Beach","22/03/2010","5"
"Deep Water Bay Beach","22/03/2010","10"
"Middle Bay Beach","22/03/2010","80"
"Lo So Shing Beach","22/03/2010","11"
"South Bay Beach","22/03/2010","13"
"St. Stephen's Beach","22/03/2010","1"
"Hung Shing Yeh Beach","22/03/2010","6"
"Repulse Bay Beach","22/03/2010","11"
"Butterfly Beach","23/03/2010","3"
"Castle Peak Beach","23/03/2010","10"
"Golden Beach","23/03/2010","4"
"Kadoorie Beach","23/03/2010","7"
"Cafeteria New Beach","23/03/2010","5"
"Turtle Cove Beach","23/03/2010","1"
"Big Wave Bay Beach","23/03/2010","14"
"Hairpin Beach","23/03/2010","17"
"Rocky Bay Beach","23/03/2010","8"
"Stanley Main Beach","23/03/2010","23"
"Shek O Beach","23/03/2010","11"
"Cafeteria Old Beach","23/03/2010","5"
"Clear Water Bay First Beach","24/03/2010","170"
"Clear Water Bay Second Beach","24/03/2010","330"
"Hap Mun Bay Beach","24/03/2010","1"
"Trio Beach ","24/03/2010","1"
"Kiu Tsui (New)","24/03/2010","2"
"Silverstrand Beach","24/03/2010","5900"
"Kiu Tsui Beach","24/03/2010","1"
"Lower Cheung Sha Beach","25/03/2010","22"
"Upper Cheung Sha Beach","25/03/2010","2"
"Silverstrand Beach","25/03/2010","250"
"Silver Mine Bay Beach","25/03/2010","9"
"Tong Fuk Beach","25/03/2010","1"
"Pui O Beach","25/03/2010","52"
"Discovery Bay","26/03/2010","4"
"Tai Po Lung Mei Beach","26/03/2010","16"
"Anglers' Beach ","26/03/2010","7"
"Approach Beach","26/03/2010","247"
"Ma Wan Tung Wan Beach","26/03/2010","1"
"Gemini Beaches","26/03/2010","16"
"Hoi Mei Wan Beach","26/03/2010","16"
"Lido Beach","26/03/2010","110"
"Ting Kau Beach","26/03/2010","18"
"Casam Beach","26/03/2010","43"
"Chung Hom Kok Beach","29/03/2010","2"
"Cheung Chau Tung Wan Beach ","29/03/2010","85"
"Middle Bay Beach","29/03/2010","3"
"Repulse Bay Beach","29/03/2010","8"
"South Bay Beach","29/03/2010","1"
"St. Stephen's Beach","29/03/2010","1"
"Big Wave Bay Beach","29/03/2010","15"
"Hairpin Beach","29/03/2010","27"
"Rocky Bay Beach","29/03/2010","8"
"Stanley Main Beach","29/03/2010","13"
"Shek O Beach","29/03/2010","12"
"Turtle Cove Beach","29/03/2010","4"
"Hung Shing Yeh Beach","29/03/2010","1"
"Kwun Yam Beach","29/03/2010","1"
"Lo So Shing Beach","29/03/2010","1"
"Deep Water Bay Beach","29/03/2010","3"
"Clear Water Bay First Beach","30/03/2010","13"
"Clear Water Bay Second Beach","30/03/2010","15"
"Hap Mun Bay Beach","30/03/2010","1"
"Kiu Tsui Beach","30/03/2010","1"
"Kiu Tsui (New)","30/03/2010","3"
"Silverstrand Beach","30/03/2010","27"
"Cafeteria Old Beach","30/03/2010","32"
"Butterfly Beach","30/03/2010","11"
"Castle Peak Beach","30/03/2010","60"
"Golden Beach","30/03/2010","41"
"Kadoorie Beach","30/03/2010","42"
"Cafeteria New Beach","30/03/2010","36"
"Trio Beach ","30/03/2010","1"
"Chung Hom Kok Beach","07/04/2010","28"
"Tong Fuk Beach","07/04/2010","4"
"Middle Bay Beach","07/04/2010","22"
"Repulse Bay Beach","07/04/2010","31"
"South Bay Beach","07/04/2010","19"
"St. Stephen's Beach","07/04/2010","14"
"Big Wave Bay Beach","07/04/2010","75"
"Hairpin Beach","07/04/2010","31"
"Rocky Bay Beach","07/04/2010","39"
"Stanley Main Beach","07/04/2010","622"
"Shek O Beach","07/04/2010","180"
"Turtle Cove Beach","07/04/2010","6"
"Lower Cheung Sha Beach","07/04/2010","8"
"Upper Cheung Sha Beach","07/04/2010","6"
"Discovery Bay","07/04/2010","17"
"Pui O Beach","07/04/2010","10"
"Silver Mine Bay Beach","07/04/2010","26"
"Deep Water Bay Beach","07/04/2010","30"
"Hung Shing Yeh Beach","08/04/2010","3"
"Cheung Chau Tung Wan Beach ","08/04/2010","100"
"Lo So Shing Beach","08/04/2010","1"
"Kwun Yam Beach","08/04/2010","17"
"Tai Po Lung Mei Beach","09/04/2010","626"
"Anglers' Beach ","09/04/2010","148"
"Approach Beach","09/04/2010","153"
"Ting Kau Beach","09/04/2010","23"
"Gemini Beaches","09/04/2010","270"
"Hoi Mei Wan Beach","09/04/2010","8"
"Lido Beach","09/04/2010","26"
"Casam Beach","09/04/2010","12"
"Clear Water Bay First Beach","12/04/2010","1"
"Clear Water Bay Second Beach","12/04/2010","3"
"Hap Mun Bay Beach","12/04/2010","1"
"Kiu Tsui Beach","12/04/2010","1"
"Kiu Tsui (New)","12/04/2010","1"
"Silverstrand Beach","12/04/2010","6"
"Cafeteria Old Beach","12/04/2010","9"
"Ma Wan Tung Wan Beach","12/04/2010","38"
"Butterfly Beach","12/04/2010","17"
"Castle Peak Beach","12/04/2010","12"
"Golden Beach","12/04/2010","41"
"Kadoorie Beach","12/04/2010","20"
"Cafeteria New Beach","12/04/2010","24"
"Trio Beach ","12/04/2010","16"
"Lower Cheung Sha Beach","13/04/2010","2"
"Upper Cheung Sha Beach","13/04/2010","1"
"Tong Fuk Beach","13/04/2010","3"
"Silver Mine Bay Beach","13/04/2010","110"
"Pui O Beach","13/04/2010","2"
"Chung Hom Kok Beach","14/04/2010","68"
"Deep Water Bay Beach","14/04/2010","27"
"Middle Bay Beach","14/04/2010","170"
"Repulse Bay Beach","14/04/2010","19"
"South Bay Beach","14/04/2010","7"
"Turtle Cove Beach","14/04/2010","15"
"Big Wave Bay Beach","14/04/2010","650"
"Hairpin Beach","14/04/2010","1900"
"Rocky Bay Beach","14/04/2010","730"
"Stanley Main Beach","14/04/2010","404"
"Shek O Beach","14/04/2010","1876"
"St. Stephen's Beach","14/04/2010","21"
"Tai Po Lung Mei Beach","15/04/2010","261"
"Shek O Beach","15/04/2010","71"
"Approach Beach","16/04/2010","640"
"Casam Beach","16/04/2010","39"
"Gemini Beaches","16/04/2010","130"
"Anglers' Beach ","16/04/2010","129"
"Lido Beach","16/04/2010","66"
"Ting Kau Beach","16/04/2010","746"
"Hoi Mei Wan Beach","16/04/2010","140"
"Clear Water Bay First Beach","18/04/2010","18"
"Clear Water Bay Second Beach","18/04/2010","23"
"Hap Mun Bay Beach","18/04/2010","1"
"Kiu Tsui Beach","18/04/2010","100"
"Kiu Tsui (New)","18/04/2010","34"
"Silverstrand Beach","18/04/2010","46"
"Trio Beach ","18/04/2010","2"
"Kwun Yam Beach","19/04/2010","4"
"Cheung Chau Tung Wan Beach ","19/04/2010","24"
"Ma Wan Tung Wan Beach","19/04/2010","37"
"Butterfly Beach","19/04/2010","18"
"Cafeteria Old Beach","19/04/2010","75"
"Golden Beach","19/04/2010","79"
"Kadoorie Beach","19/04/2010","45"
"Cafeteria New Beach","19/04/2010","72"
"Castle Peak Beach","19/04/2010","750"
"Chung Hom Kok Beach","20/04/2010","28"
"Deep Water Bay Beach","20/04/2010","9"
"Middle Bay Beach","20/04/2010","82"
"Hung Shing Yeh Beach","20/04/2010","44"
"South Bay Beach","20/04/2010","2"
"St. Stephen's Beach","20/04/2010","13"
"Discovery Bay","20/04/2010","760"
"Repulse Bay Beach","20/04/2010","5"
"Big Wave Bay Beach","21/04/2010","21"
"Hairpin Beach","21/04/2010","100"
"Rocky Bay Beach","21/04/2010","18"
"Stanley Main Beach","21/04/2010","45"
"Shek O Beach","21/04/2010","9"
"Tong Fuk Beach","21/04/2010","26"
"Lower Cheung Sha Beach","21/04/2010","1"
"Upper Cheung Sha Beach","21/04/2010","11"
"Lo So Shing Beach","21/04/2010","1"
"Pui O Beach","21/04/2010","24"
"Silver Mine Bay Beach","21/04/2010","220"
"Turtle Cove Beach","21/04/2010","7"
"Anglers' Beach ","22/04/2010","245"
"Approach Beach","22/04/2010","64"
"Casam Beach","22/04/2010","2400"
"Ting Kau Beach","22/04/2010","60"
"Hoi Mei Wan Beach","22/04/2010","630"
"Lido Beach","22/04/2010","1700"
"Gemini Beaches","22/04/2010","610"
"Tai Po Lung Mei Beach","23/04/2010","1082"
"Chung Hom Kok Beach","26/04/2010","1"
"Deep Water Bay Beach","26/04/2010","2"
"Middle Bay Beach","26/04/2010","1"
"Repulse Bay Beach","26/04/2010","1"
"Cheung Chau Tung Wan Beach ","26/04/2010","2"
"St. Stephen's Beach","26/04/2010","1"
"Hung Shing Yeh Beach","26/04/2010","1"
"Kwun Yam Beach","26/04/2010","1"
"Lo So Shing Beach","26/04/2010","1"
"South Bay Beach","26/04/2010","1"
"Tong Fuk Beach","27/04/2010","1"
"Clear Water Bay First Beach","27/04/2010","1"
"Clear Water Bay Second Beach","27/04/2010","4"
"Hap Mun Bay Beach","27/04/2010","1"
"Kiu Tsui Beach","27/04/2010","12"
"Silver Mine Bay Beach","27/04/2010","1"
"Silverstrand Beach","27/04/2010","8"
"Trio Beach ","27/04/2010","1"
"Lower Cheung Sha Beach","27/04/2010","2"
"Upper Cheung Sha Beach","27/04/2010","2"
"Pui O Beach","27/04/2010","3"
"Kiu Tsui (New)","27/04/2010","1"
"Big Wave Bay Beach","28/04/2010","210"
"Stanley Main Beach","28/04/2010","85"
"Shek O Beach","28/04/2010","1"
"Turtle Cove Beach","28/04/2010","1"
"Discovery Bay","28/04/2010","12"
"Cafeteria Old Beach","28/04/2010","6"
"Butterfly Beach","28/04/2010","90"
"Castle Peak Beach","28/04/2010","19"
"Golden Beach","28/04/2010","26"
"Kadoorie Beach","28/04/2010","14"
"Cafeteria New Beach","28/04/2010","12"
"Ma Wan Tung Wan Beach","28/04/2010","8"
"Anglers' Beach ","29/04/2010","33"
"Approach Beach","29/04/2010","175"
"Casam Beach","29/04/2010","170"
"Ting Kau Beach","29/04/2010","147"
"Hoi Mei Wan Beach","29/04/2010","45"
"Lido Beach","29/04/2010","190"
"Gemini Beaches","29/04/2010","53"
"Shek O Beach","03/05/2010","1"
"Stanley Main Beach","03/05/2010","19"
"Cafeteria Old Beach","03/05/2010","16"
"Cafeteria New Beach","03/05/2010","20"
"Kadoorie Beach","03/05/2010","38"
"Golden Beach","03/05/2010","10"
"Castle Peak Beach","03/05/2010","14"
"Butterfly Beach","03/05/2010","20"
"Ma Wan Tung Wan Beach","03/05/2010","16"
"Turtle Cove Beach","03/05/2010","1"
"Rocky Bay Beach","03/05/2010","86"
"Big Wave Bay Beach","03/05/2010","12"
"Hairpin Beach","03/05/2010","13"
"Silver Mine Bay Beach","04/05/2010","6"
"Pui O Beach","04/05/2010","2"
"Lo So Shing Beach","04/05/2010","12"
"Upper Cheung Sha Beach","04/05/2010","1"
"Lower Cheung Sha Beach","04/05/2010","3"
"Tong Fuk Beach","04/05/2010","1"
"South Bay Beach","04/05/2010","3"
"Repulse Bay Beach","04/05/2010","12"
"Middle Bay Beach","04/05/2010","1"
"Deep Water Bay Beach","04/05/2010","1"
"Chung Hom Kok Beach","04/05/2010","3"
"St. Stephen's Beach","04/05/2010","5"
"Hap Mun Bay Beach","05/05/2010","1"
"Clear Water Bay Second Beach","05/05/2010","2"
"Clear Water Bay First Beach","05/05/2010","7"
"Cheung Chau Tung Wan Beach ","05/05/2010","2"
"Kwun Yam Beach","05/05/2010","1"
"Kiu Tsui Beach","05/05/2010","1"
"Trio Beach ","05/05/2010","1"
"Silverstrand Beach","05/05/2010","12"
"Kiu Tsui (New)","05/05/2010","7"
"Tai Po Lung Mei Beach","06/05/2010","70"
"Approach Beach","07/05/2010","565"
"Casam Beach","07/05/2010","140"
"Gemini Beaches","07/05/2010","240"
"Hoi Mei Wan Beach","07/05/2010","170"
"Anglers' Beach ","07/05/2010","39"
"Lido Beach","07/05/2010","75"
"Ting Kau Beach","07/05/2010","450"
"Lower Cheung Sha Beach","08/05/2010","5"
"Upper Cheung Sha Beach","08/05/2010","1"
"Discovery Bay","08/05/2010","19"
"Pui O Beach","08/05/2010","27"
"Tong Fuk Beach","08/05/2010","5"
"Hung Shing Yeh Beach","09/05/2010","4"
"Silver Mine Bay Beach","09/05/2010","23"
"Chung Hom Kok Beach","10/05/2010","46"
"Deep Water Bay Beach","10/05/2010","75"
"Middle Bay Beach","10/05/2010","230"
"Repulse Bay Beach","10/05/2010","30"
"South Bay Beach","10/05/2010","30"
"Cafeteria Old Beach","10/05/2010","260"
"Butterfly Beach","10/05/2010","44"
"Castle Peak Beach","10/05/2010","60"
"Cafeteria New Beach","10/05/2010","260"
"Kadoorie Beach","10/05/2010","270"
"Golden Beach","10/05/2010","290"
"Ma Wan Tung Wan Beach","10/05/2010","550"
"Hap Mun Bay Beach","11/05/2010","3"
"Kiu Tsui Beach","11/05/2010","1"
"Kiu Tsui (New)","11/05/2010","2"
"Silverstrand Beach","11/05/2010","80"
"Trio Beach ","11/05/2010","1"
"St. Stephen's Beach","11/05/2010","1"
"Clear Water Bay First Beach","11/05/2010","28"
"Clear Water Bay Second Beach","11/05/2010","80"
"Big Wave Bay Beach","12/05/2010","67"
"Hairpin Beach","12/05/2010","47"
"Rocky Bay Beach","12/05/2010","80"
"Stanley Main Beach","12/05/2010","32"
"Cheung Chau Tung Wan Beach ","12/05/2010","120"
"Turtle Cove Beach","12/05/2010","3"
"Kwun Yam Beach","12/05/2010","47"
"Lo So Shing Beach","12/05/2010","1"
"Shek O Beach","12/05/2010","180"
"Anglers' Beach ","13/05/2010","44"
"Approach Beach","13/05/2010","99"
"Casam Beach","13/05/2010","320"
"Ting Kau Beach","13/05/2010","1073"
"Hoi Mei Wan Beach","13/05/2010","57"
"Lido Beach","13/05/2010","190"
"Gemini Beaches","13/05/2010","48"
"Tai Po Lung Mei Beach","14/05/2010","630"
"Chung Hom Kok Beach","17/05/2010","8"
"Deep Water Bay Beach","17/05/2010","4"
"Middle Bay Beach","17/05/2010","1"
"Repulse Bay Beach","17/05/2010","6"
"Turtle Cove Beach","17/05/2010","1"
"St. Stephen's Beach","17/05/2010","13"
"Big Wave Bay Beach","17/05/2010","80"
"Stanley Main Beach","17/05/2010","19"
"Shek O Beach","17/05/2010","398"
"South Bay Beach","17/05/2010","1"
"Clear Water Bay First Beach","18/05/2010","33"
"Cafeteria Old Beach","18/05/2010","9"
"Hap Mun Bay Beach","18/05/2010","1"
"Kiu Tsui Beach","18/05/2010","620"
"Kiu Tsui (New)","18/05/2010","45"
"Silverstrand Beach","18/05/2010","2400"
"Trio Beach ","18/05/2010","31"
"Anglers' Beach ","18/05/2010","160"
"Approach Beach","18/05/2010","100"
"Casam Beach","18/05/2010","130"
"Gemini Beaches","18/05/2010","80"
"Hoi Mei Wan Beach","18/05/2010","180"
"Lido Beach","18/05/2010","76"
"Ting Kau Beach","18/05/2010","74"
"Ma Wan Tung Wan Beach","18/05/2010","4"
"Butterfly Beach","18/05/2010","99"
"Castle Peak Beach","18/05/2010","46"
"Golden Beach","18/05/2010","29"
"Kadoorie Beach","18/05/2010","190"
"Cafeteria New Beach","18/05/2010","49"
"Clear Water Bay Second Beach","18/05/2010","6"
"Lower Cheung Sha Beach","19/05/2010","4"
"Upper Cheung Sha Beach","19/05/2010","9"
"Discovery Bay","19/05/2010","12"
"Silverstrand Beach","19/05/2010","2"
"Pui O Beach","19/05/2010","12"
"Silver Mine Bay Beach","19/05/2010","36"
