"Beach Name","Sampling Date (DD/MM/YYYY)","E. coli count per 100mL on the sampling date"
"Hoi Mei Wan Beach","03/03/2006","7"
"Hung Shing Yeh Beach","03/03/2006","1"
"Lido Beach","03/03/2006","24"
"Gemini Beaches","03/03/2006","73"
"Lower Cheung Sha Beach","06/03/2006","2"
"Upper Cheung Sha Beach","06/03/2006","1"
"Clear Water Bay First Beach","06/03/2006","26"
"Tong Fuk Beach","06/03/2006","17"
"Pui O Beach","06/03/2006","5"
"Silver Mine Bay Beach","06/03/2006","15"
"Silverstrand Beach","06/03/2006","24"
"Clear Water Bay Second Beach","06/03/2006","13"
"Butterfly Beach","07/03/2006","140"
"Big Wave Bay Beach","07/03/2006","110"
"Castle Peak Beach","07/03/2006","250"
"Golden Beach","07/03/2006","120"
"Hairpin Beach","07/03/2006","3"
"Kadoorie Beach","07/03/2006","130"
"Ma Wan Tung Wan Beach","07/03/2006","300"
"Cafeteria Old Beach","07/03/2006","130"
"Rocky Bay Beach","07/03/2006","23"
"Stanley Main Beach","07/03/2006","14"
"Shek O Beach","07/03/2006","67"
"Turtle Cove Beach","07/03/2006","2"
"Cafeteria New Beach","07/03/2006","120"
"Chung Hom Kok Beach","08/03/2006","5"
"Deep Water Bay Beach","08/03/2006","3"
"Tai Po Lung Mei Beach","08/03/2006","615"
"St. Stephen's Beach","08/03/2006","1"
"Middle Bay Beach","08/03/2006","4"
"Repulse Bay Beach","08/03/2006","12"
"South Bay Beach","08/03/2006","5"
"Lo So Shing Beach","08/03/2006","4"
"Anglers' Beach ","09/03/2006","1049"
"Approach Beach","09/03/2006","582"
"Casam Beach","09/03/2006","76"
"Ting Kau Beach","09/03/2006","206"
"Hoi Mei Wan Beach","09/03/2006","120"
"Hung Shing Yeh Beach","09/03/2006","1"
"Lido Beach","09/03/2006","150"
"Gemini Beaches","09/03/2006","1300"
"Kiu Tsui Beach","10/03/2006","3"
"Hap Mun Bay Beach","10/03/2006","1"
"Discovery Bay","10/03/2006","6"
"Trio Beach ","10/03/2006","4"
"Butterfly Beach","13/03/2006","120"
"Castle Peak Beach","13/03/2006","210"
"Golden Beach","13/03/2006","120"
"Kadoorie Beach","13/03/2006","100"
"Ma Wan Tung Wan Beach","13/03/2006","120"
"Cafeteria New Beach","13/03/2006","100"
"Cafeteria Old Beach","13/03/2006","39"
"Cheung Chau Tung Wan Beach ","13/03/2006","800"
"Kwun Yam Beach","13/03/2006","54"
"Chung Hom Kok Beach","14/03/2006","3"
"Lower Cheung Sha Beach","14/03/2006","7"
"Upper Cheung Sha Beach","14/03/2006","14"
"Deep Water Bay Beach","14/03/2006","2"
"Lo So Shing Beach","14/03/2006","8"
"Tong Fuk Beach","14/03/2006","3"
"Pui O Beach","14/03/2006","9"
"Repulse Bay Beach","14/03/2006","1"
"South Bay Beach","14/03/2006","1"
"Silver Mine Bay Beach","14/03/2006","8"
"St. Stephen's Beach","14/03/2006","2"
"Middle Bay Beach","14/03/2006","24"
"Big Wave Bay Beach","15/03/2006","12"
"Clear Water Bay First Beach","15/03/2006","1"
"Clear Water Bay Second Beach","15/03/2006","3"
"Hairpin Beach","15/03/2006","2"
"Rocky Bay Beach","15/03/2006","22"
"Stanley Main Beach","15/03/2006","2"
"Shek O Beach","15/03/2006","57"
"Silverstrand Beach","15/03/2006","130"
"Turtle Cove Beach","15/03/2006","2"
"Hap Mun Bay Beach","16/03/2006","1"
"Trio Beach ","16/03/2006","3"
"Tai Po Lung Mei Beach","16/03/2006","48"
"Kiu Tsui Beach","16/03/2006","62"
"Anglers' Beach ","17/03/2006","673"
"Approach Beach","17/03/2006","231"
"Casam Beach","17/03/2006","120"
"Ting Kau Beach","17/03/2006","118"
"Gemini Beaches","17/03/2006","1800"
"Hoi Mei Wan Beach","17/03/2006","100"
"Lido Beach","17/03/2006","90"
"Discovery Bay","17/03/2006","8"
"Chung Hom Kok Beach","20/03/2006","2"
"Deep Water Bay Beach","20/03/2006","1"
"Lo So Shing Beach","20/03/2006","14"
"St. Stephen's Beach","20/03/2006","6"
"Repulse Bay Beach","20/03/2006","1"
"South Bay Beach","20/03/2006","1"
"Middle Bay Beach","20/03/2006","1"
"Big Wave Bay Beach","21/03/2006","8"
"Lower Cheung Sha Beach","21/03/2006","1"
"Upper Cheung Sha Beach","21/03/2006","1"
"Hairpin Beach","21/03/2006","1"
"Hung Shing Yeh Beach","21/03/2006","1"
"Tong Fuk Beach","21/03/2006","1"
"Rocky Bay Beach","21/03/2006","48"
"Silver Mine Bay Beach","21/03/2006","17"
"Stanley Main Beach","21/03/2006","1"
"Shek O Beach","21/03/2006","31"
"Turtle Cove Beach","21/03/2006","1"
"Pui O Beach","21/03/2006","43"
"Castle Peak Beach","22/03/2006","61"
"Clear Water Bay First Beach","22/03/2006","7"
"Clear Water Bay Second Beach","22/03/2006","7"
"Golden Beach","22/03/2006","49"
"Kadoorie Beach","22/03/2006","33"
"Butterfly Beach","22/03/2006","80"
"Cafeteria New Beach","22/03/2006","51"
"Cafeteria Old Beach","22/03/2006","61"
"Silverstrand Beach","22/03/2006","20"
"Cheung Chau Tung Wan Beach ","22/03/2006","15"
"Ma Wan Tung Wan Beach","22/03/2006","83"
"Kwun Yam Beach","22/03/2006","71"
"Anglers' Beach ","23/03/2006","5485"
"Approach Beach","23/03/2006","642"
"Casam Beach","23/03/2006","760"
"Ting Kau Beach","23/03/2006","166"
"Hoi Mei Wan Beach","23/03/2006","200"
"Lido Beach","23/03/2006","450"
"Gemini Beaches","23/03/2006","17000"
"Tai Po Lung Mei Beach","24/03/2006","1485"
"Big Wave Bay Beach","27/03/2006","52"
"Hap Mun Bay Beach","27/03/2006","2"
"Hairpin Beach","27/03/2006","5"
"Hung Shing Yeh Beach","27/03/2006","1"
"Kiu Tsui Beach","27/03/2006","9"
"Cheung Chau Tung Wan Beach ","27/03/2006","78"
"Rocky Bay Beach","27/03/2006","29"
"Stanley Main Beach","27/03/2006","119"
"Shek O Beach","27/03/2006","84"
"Turtle Cove Beach","27/03/2006","10"
"Trio Beach ","27/03/2006","6"
"Kwun Yam Beach","27/03/2006","39"
"Chung Hom Kok Beach","28/03/2006","11"
"Lower Cheung Sha Beach","28/03/2006","5"
"Upper Cheung Sha Beach","28/03/2006","5"
"Deep Water Bay Beach","28/03/2006","1"
"Lo So Shing Beach","28/03/2006","2"
"Tong Fuk Beach","28/03/2006","3"
"Pui O Beach","28/03/2006","15"
"Repulse Bay Beach","28/03/2006","4"
"South Bay Beach","28/03/2006","5"
"Silver Mine Bay Beach","28/03/2006","13"
"St. Stephen's Beach","28/03/2006","1"
"Middle Bay Beach","28/03/2006","2"
"Butterfly Beach","29/03/2006","24"
"Castle Peak Beach","29/03/2006","44"
"Clear Water Bay First Beach","29/03/2006","3"
"Clear Water Bay Second Beach","29/03/2006","2"
"Discovery Bay","29/03/2006","18"
"Ma Wan Tung Wan Beach","29/03/2006","48"
"Kadoorie Beach","29/03/2006","73"
"Cafeteria New Beach","29/03/2006","95"
"Cafeteria Old Beach","29/03/2006","110"
"Silverstrand Beach","29/03/2006","29"
"Golden Beach","29/03/2006","170"
"Trio Beach ","30/03/2006","4"
"Cheung Chau Tung Wan Beach ","30/03/2006","59"
"Big Wave Bay Beach","30/03/2006","1"
"Hap Mun Bay Beach","30/03/2006","9"
"Hairpin Beach","30/03/2006","7"
"Turtle Cove Beach","30/03/2006","1"
"Kiu Tsui Beach","30/03/2006","16"
"Kwun Yam Beach","30/03/2006","52"
"Rocky Bay Beach","30/03/2006","19"
"Stanley Main Beach","30/03/2006","17"
"Shek O Beach","30/03/2006","8"
"Hung Shing Yeh Beach","30/03/2006","1"
"Chung Hom Kok Beach","31/03/2006","2"
"Lower Cheung Sha Beach","31/03/2006","1"
"Upper Cheung Sha Beach","31/03/2006","4"
"Deep Water Bay Beach","31/03/2006","1"
"Lo So Shing Beach","31/03/2006","4"
"Tong Fuk Beach","31/03/2006","1"
"Pui O Beach","31/03/2006","4"
"Repulse Bay Beach","31/03/2006","28"
"South Bay Beach","31/03/2006","2"
"Silver Mine Bay Beach","31/03/2006","13"
"St. Stephen's Beach","31/03/2006","2"
"Middle Bay Beach","31/03/2006","1"
"Anglers' Beach ","03/04/2006","2917"
"Ting Kau Beach","03/04/2006","474"
"Butterfly Beach","03/04/2006","28"
"Casam Beach","03/04/2006","850"
"Castle Peak Beach","03/04/2006","190"
"Clear Water Bay First Beach","03/04/2006","3"
"Clear Water Bay Second Beach","03/04/2006","1"
"Golden Beach","03/04/2006","130"
"Gemini Beaches","03/04/2006","3000"
"Hoi Mei Wan Beach","03/04/2006","310"
"Kadoorie Beach","03/04/2006","90"
"Lido Beach","03/04/2006","730"
"Tai Po Lung Mei Beach","03/04/2006","36"
"Cafeteria New Beach","03/04/2006","58"
"Cafeteria Old Beach","03/04/2006","120"
"Silverstrand Beach","03/04/2006","30"
"Approach Beach","03/04/2006","1058"
"Anglers' Beach ","06/04/2006","504"
"Ma Wan Tung Wan Beach","06/04/2006","450"
"Casam Beach","06/04/2006","230"
"Chung Hom Kok Beach","06/04/2006","16"
"Deep Water Bay Beach","06/04/2006","2"
"Gemini Beaches","06/04/2006","1700"
"Hoi Mei Wan Beach","06/04/2006","61"
"Lido Beach","06/04/2006","210"
"Lo So Shing Beach","06/04/2006","1"
"Middle Bay Beach","06/04/2006","2"
"Repulse Bay Beach","06/04/2006","11"
"South Bay Beach","06/04/2006","5"
"St. Stephen's Beach","06/04/2006","17"
"Ting Kau Beach","06/04/2006","78"
"Approach Beach","06/04/2006","52"
"Butterfly Beach","07/04/2006","52"
"Castle Peak Beach","07/04/2006","120"
"Golden Beach","07/04/2006","47"
"Hap Mun Bay Beach","07/04/2006","4"
"Trio Beach ","07/04/2006","2"
"Kiu Tsui Beach","07/04/2006","1"
"Cafeteria New Beach","07/04/2006","54"
"Cafeteria Old Beach","07/04/2006","60"
"Kadoorie Beach","07/04/2006","42"
"Big Wave Bay Beach","10/04/2006","3"
"Discovery Bay","10/04/2006","71"
"Hairpin Beach","10/04/2006","1"
"Turtle Cove Beach","10/04/2006","1"
"Rocky Bay Beach","10/04/2006","2"
"Stanley Main Beach","10/04/2006","1"
"Hung Shing Yeh Beach","10/04/2006","3"
"Shek O Beach","11/04/2006","10"
"Anglers' Beach ","11/04/2006","6150"
"Approach Beach","11/04/2006","491"
"Casam Beach","11/04/2006","2000"
"Clear Water Bay First Beach","11/04/2006","66"
"Clear Water Bay Second Beach","11/04/2006","85"
"Cheung Chau Tung Wan Beach ","11/04/2006","23"
"Hoi Mei Wan Beach","11/04/2006","580"
"Kwun Yam Beach","11/04/2006","30"
"Lido Beach","11/04/2006","4900"
"Silverstrand Beach","11/04/2006","5"
"Ting Kau Beach","11/04/2006","93"
"Gemini Beaches","11/04/2006","3800"
"Pui O Beach","12/04/2006","4"
"Silver Mine Bay Beach","12/04/2006","1"
"Tai Po Lung Mei Beach","12/04/2006","2"
"Lower Cheung Sha Beach","12/04/2006","1"
"Upper Cheung Sha Beach","12/04/2006","1"
"Tong Fuk Beach","12/04/2006","1"
"Butterfly Beach","18/04/2006","31"
"Big Wave Bay Beach","18/04/2006","20"
"Chung Hom Kok Beach","18/04/2006","3"
"Castle Peak Beach","18/04/2006","85"
"Deep Water Bay Beach","18/04/2006","1"
"Golden Beach","18/04/2006","66"
"Kadoorie Beach","18/04/2006","64"
"Lo So Shing Beach","18/04/2006","5"
"Middle Bay Beach","18/04/2006","2"
"Cafeteria New Beach","18/04/2006","32"
"Cafeteria Old Beach","18/04/2006","42"
"Repulse Bay Beach","18/04/2006","85"
"South Bay Beach","18/04/2006","2"
"Stanley Main Beach","18/04/2006","8"
"Shek O Beach","18/04/2006","35"
"St. Stephen's Beach","18/04/2006","22"
"Turtle Cove Beach","18/04/2006","2"
"Ma Wan Tung Wan Beach","18/04/2006","570"
"Clear Water Bay First Beach","19/04/2006","17"
"Clear Water Bay Second Beach","19/04/2006","33"
"Hap Mun Bay Beach","19/04/2006","1"
"Hung Shing Yeh Beach","19/04/2006","43"
"Cheung Chau Tung Wan Beach ","19/04/2006","12"
"Kwun Yam Beach","19/04/2006","2"
"Silverstrand Beach","19/04/2006","7"
"Trio Beach ","19/04/2006","2"
"Kiu Tsui Beach","19/04/2006","1"
"Lower Cheung Sha Beach","20/04/2006","80"
"Upper Cheung Sha Beach","20/04/2006","3"
"Tong Fuk Beach","20/04/2006","1"
"Pui O Beach","20/04/2006","4"
"Discovery Bay","20/04/2006","3"
"Big Wave Bay Beach","21/04/2006","17"
"Hairpin Beach","21/04/2006","21"
"Lo So Shing Beach","21/04/2006","1"
"Turtle Cove Beach","21/04/2006","1"
"Stanley Main Beach","21/04/2006","24"
"Shek O Beach","21/04/2006","10"
"Rocky Bay Beach","21/04/2006","1600"
"Anglers' Beach ","22/04/2006","1729"
"Approach Beach","22/04/2006","314"
"Casam Beach","22/04/2006","250"
"Gemini Beaches","22/04/2006","1400"
"Ma Wan Tung Wan Beach","22/04/2006","84"
"Lido Beach","22/04/2006","370"
"Silver Mine Bay Beach","22/04/2006","27"
"Ting Kau Beach","22/04/2006","213"
"Hoi Mei Wan Beach","22/04/2006","170"
"Clear Water Bay First Beach","23/04/2006","3"
"Clear Water Bay Second Beach","23/04/2006","3"
"Trio Beach ","23/04/2006","1"
"Kiu Tsui Beach","23/04/2006","1"
"Silverstrand Beach","23/04/2006","3"
"Hap Mun Bay Beach","23/04/2006","1"
"St. Stephen's Beach","24/04/2006","180"
"Chung Hom Kok Beach","24/04/2006","84"
"Hung Shing Yeh Beach","24/04/2006","1"
"South Bay Beach","24/04/2006","140"
"Middle Bay Beach","24/04/2006","660"
"Repulse Bay Beach","24/04/2006","210"
"Tai Po Lung Mei Beach","24/04/2006","574"
"Lower Cheung Sha Beach","25/04/2006","1"
"Upper Cheung Sha Beach","25/04/2006","1"
"Deep Water Bay Beach","25/04/2006","18"
"Silver Mine Bay Beach","25/04/2006","560"
"Tong Fuk Beach","25/04/2006","1"
"Pui O Beach","25/04/2006","2"
"Butterfly Beach","26/04/2006","29"
"Castle Peak Beach","26/04/2006","39"
"Discovery Bay","26/04/2006","3"
"Golden Beach","26/04/2006","71"
"Cheung Chau Tung Wan Beach ","26/04/2006","29"
"Kwun Yam Beach","26/04/2006","1"
"Cafeteria New Beach","26/04/2006","42"
"Cafeteria Old Beach","26/04/2006","55"
"Kadoorie Beach","26/04/2006","15"
"Big Wave Bay Beach","27/04/2006","100"
"Chung Hom Kok Beach","27/04/2006","23"
"Hap Mun Bay Beach","27/04/2006","48"
"Hairpin Beach","27/04/2006","15"
"Kiu Tsui Beach","27/04/2006","170"
"Middle Bay Beach","27/04/2006","34"
"Trio Beach ","27/04/2006","110"
"Rocky Bay Beach","27/04/2006","10"
"South Bay Beach","27/04/2006","8"
"Stanley Main Beach","27/04/2006","1"
"Shek O Beach","27/04/2006","5"
"St. Stephen's Beach","27/04/2006","8"
"Turtle Cove Beach","27/04/2006","20"
"Repulse Bay Beach","27/04/2006","98"
"Deep Water Bay Beach","28/04/2006","88"
"Lower Cheung Sha Beach","02/05/2006","30"
"Castle Peak Beach","02/05/2006","120"
"Ma Wan Tung Wan Beach","02/05/2006","740"
"Tong Fuk Beach","02/05/2006","1"
"Silverstrand Beach","02/05/2006","11"
"Silver Mine Bay Beach","02/05/2006","43"
"Pui O Beach","02/05/2006","82"
"Cafeteria Old Beach","02/05/2006","260"
"Cafeteria New Beach","02/05/2006","250"
"Kadoorie Beach","02/05/2006","280"
"Golden Beach","02/05/2006","290"
"Butterfly Beach","02/05/2006","140"
"Upper Cheung Sha Beach","02/05/2006","2"
"Clear Water Bay First Beach","02/05/2006","31"
"Clear Water Bay Second Beach","02/05/2006","170"
"Hoi Mei Wan Beach","03/05/2006","4800"
"Gemini Beaches","03/05/2006","5200"
"Casam Beach","03/05/2006","4800"
"Approach Beach","03/05/2006","6245"
"Ting Kau Beach","03/05/2006","5627"
"Lo So Shing Beach","03/05/2006","43"
"Tai Po Lung Mei Beach","03/05/2006","9110"
"Lido Beach","03/05/2006","6000"
"Hung Shing Yeh Beach","03/05/2006","67"
"Anglers' Beach ","03/05/2006","4975"
"Discovery Bay","08/05/2006","1"
"Upper Cheung Sha Beach","08/05/2006","1"
"Lower Cheung Sha Beach","08/05/2006","1"
"Kwun Yam Beach","08/05/2006","6"
"Cheung Chau Tung Wan Beach ","08/05/2006","53"
"Tong Fuk Beach","08/05/2006","5"
"Silver Mine Bay Beach","08/05/2006","26"
"Pui O Beach","08/05/2006","2"
"Big Wave Bay Beach","09/05/2006","21"
"Chung Hom Kok Beach","09/05/2006","1"
"Trio Beach ","09/05/2006","3"
"Turtle Cove Beach","09/05/2006","56"
"St. Stephen's Beach","09/05/2006","13"
"Shek O Beach","09/05/2006","1"
"Stanley Main Beach","09/05/2006","2"
"South Bay Beach","09/05/2006","23"
"Rocky Bay Beach","09/05/2006","2"
"Repulse Bay Beach","09/05/2006","17"
"Middle Bay Beach","09/05/2006","12"
"Deep Water Bay Beach","09/05/2006","3"
"Hap Mun Bay Beach","09/05/2006","3"
"Hairpin Beach","09/05/2006","1"
"Kiu Tsui Beach","09/05/2006","1"
"Golden Beach","10/05/2006","27"
"Clear Water Bay Second Beach","10/05/2006","1"
"Clear Water Bay First Beach","10/05/2006","36"
"Castle Peak Beach","10/05/2006","110"
"Ma Wan Tung Wan Beach","10/05/2006","420"
"Kadoorie Beach","10/05/2006","60"
"Cafeteria New Beach","10/05/2006","380"
"Cafeteria Old Beach","10/05/2006","140"
"Silverstrand Beach","10/05/2006","3"
"Butterfly Beach","10/05/2006","44"
"Tai Po Lung Mei Beach","11/05/2006","116"
"Ting Kau Beach","11/05/2006","519"
"Anglers' Beach ","11/05/2006","2298"
"Approach Beach","11/05/2006","1285"
"Casam Beach","11/05/2006","2400"
"Gemini Beaches","11/05/2006","3600"
"Hoi Mei Wan Beach","11/05/2006","2600"
"Lido Beach","11/05/2006","5800"
"Chung Hom Kok Beach","12/05/2006","1"
"Deep Water Bay Beach","12/05/2006","1"
"Lo So Shing Beach","12/05/2006","13"
"St. Stephen's Beach","12/05/2006","3"
"Repulse Bay Beach","12/05/2006","8"
"South Bay Beach","12/05/2006","10"
"Middle Bay Beach","12/05/2006","5"
"Big Wave Bay Beach","15/05/2006","31"
"Lower Cheung Sha Beach","15/05/2006","180"
"Upper Cheung Sha Beach","15/05/2006","32"
"Hairpin Beach","15/05/2006","100"
"Hung Shing Yeh Beach","15/05/2006","13"
"Tong Fuk Beach","15/05/2006","8"
"Rocky Bay Beach","15/05/2006","67"
"Silver Mine Bay Beach","15/05/2006","130"
"Stanley Main Beach","15/05/2006","12"
"Shek O Beach","15/05/2006","80"
"Turtle Cove Beach","15/05/2006","160"
"Pui O Beach","15/05/2006","134"
"Butterfly Beach","16/05/2006","640"
"Castle Peak Beach","16/05/2006","75"
"Golden Beach","16/05/2006","300"
"Hap Mun Bay Beach","16/05/2006","9"
"Ma Wan Tung Wan Beach","16/05/2006","240"
"Kiu Tsui Beach","16/05/2006","790"
"Cafeteria New Beach","16/05/2006","450"
"Cafeteria Old Beach","16/05/2006","480"
"Trio Beach ","16/05/2006","9"
"Kadoorie Beach","16/05/2006","310"
"Discovery Bay","18/05/2006","53"
"Clear Water Bay First Beach","19/05/2006","1"
"Silverstrand Beach","19/05/2006","7"
"Clear Water Bay Second Beach","19/05/2006","1"
"Butterfly Beach","20/05/2006","29"
"Castle Peak Beach","20/05/2006","18"
"Golden Beach","20/05/2006","27"
"Kadoorie Beach","20/05/2006","31"
"Ma Wan Tung Wan Beach","20/05/2006","37"
"Cafeteria New Beach","20/05/2006","21"
"Cafeteria Old Beach","20/05/2006","130"
"Cheung Chau Tung Wan Beach ","20/05/2006","46"
"Kwun Yam Beach","20/05/2006","6"
"Big Wave Bay Beach","21/05/2006","24"
"Lower Cheung Sha Beach","21/05/2006","6"
"Upper Cheung Sha Beach","21/05/2006","1"
"Hairpin Beach","21/05/2006","1600"
"Tong Fuk Beach","21/05/2006","1"
"Silver Mine Bay Beach","21/05/2006","120"
"Shek O Beach","21/05/2006","35"
"Turtle Cove Beach","21/05/2006","1300"
"Pui O Beach","21/05/2006","7"
"Stanley Main Beach","22/05/2006","32"
"Hap Mun Bay Beach","22/05/2006","84"
"Trio Beach ","22/05/2006","28"
"Tai Po Lung Mei Beach","22/05/2006","32"
"Kiu Tsui Beach","22/05/2006","9"
"Hoi Mei Wan Beach","24/05/2006","330"
"Lido Beach","24/05/2006","1100"
"Lo So Shing Beach","24/05/2006","8"
"Middle Bay Beach","24/05/2006","17"
"Repulse Bay Beach","24/05/2006","21"
"South Bay Beach","24/05/2006","6"
"Gemini Beaches","24/05/2006","2000"
"Ting Kau Beach","24/05/2006","650"
"Anglers' Beach ","24/05/2006","2449"
"Approach Beach","24/05/2006","615"
"Casam Beach","24/05/2006","2000"
"Chung Hom Kok Beach","24/05/2006","1"
"Deep Water Bay Beach","24/05/2006","8"
"St. Stephen's Beach","24/05/2006","23"
"Big Wave Bay Beach","25/05/2006","1600"
"Clear Water Bay Second Beach","25/05/2006","17"
